V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,,,,,,
1.380460833,1.181856817,2.838306033,1.086082688,3.290192424,1.739350557,1.856479874,1.43719998,1.757823565,3.230649271,2.04655696,2.957668288,1.428671222,3.342769599,1.066322531,,,,,,
1.003576924,0.924294511,2.932845504,2.498101458,1.811725668,1.061150454,1.699105377,2.788381709,1.403887933,1.415662473,2.041526726,1.339310349,1.086159095,2.314023972,1.351207805,,,,,,
1.47188832,1.42115603,1.174225558,1.065954885,1.715980845,1.350380507,1.768717609,2.266087804,1.81393199,1.807769904,0.83257323,1.237962835,0.562406989,1.093321934,1.285444411,,,,,,
1.660137111,2.289923684,2.389935922,0.830263385,3.993775509,1.383594251,3.555119979,0.883697595,1.578651548,3.778348238,2.297183034,1.670681138,1.812002205,2.12742646,0.785606041,,,,,,
2.272964653,3.793716423,1.410400958,1.556793012,1.36401239,2.058620586,2.012227944,0.901702914,2.755188285,3.177500543,2.361013363,2.718327964,1.991808251,4.102292924,1.495308077,,,,,,
1.342892343,1.51737394,2.498276252,1.638226998,0.87853859,3.835690277,1.858730337,1.672881109,4.366265754,2.883805178,2.87096046,2.544592144,2.827861135,1.310336954,2.719902149,,,,,,
1.857968129,1.862252232,2.762843148,1.031536267,0.999721149,1.824320574,2.450399392,0.877792371,1.035623968,1.78762264,1.849516728,0.425199374,0.768932374,0.982012906,1.555282875,,,,,,
1.615295291,1.681663508,1.496882202,1.823224355,1.612921088,1.086820987,2.788545876,2.457202509,2.306692617,2.534606211,1.409859476,1.732218057,2.086386013,1.478182616,1.491268645,,,,,,
0.670417207,1.040006225,1.318975093,2.359281732,1.726233692,4.895338983,1.631218405,1.801120301,1.592554734,1.886121497,1.05161694,1.380260213,1.489535528,0.680594856,5.864036635,,,,,,
1.331346506,2.655047027,0.538348204,2.590348295,1.24495893,0.971514549,2.174032668,2.592232461,1.522428132,2.878130089,1.134205188,4.940403889,1.423485391,1.582783481,1.814495687,,,,,,
1.149204393,1.690094407,1.343712866,2.864330165,0.580780205,0.718968087,0.852109165,1.333490772,1.809826695,1.293073477,1.34553009,2.74983099,2.096825314,0.703353633,1.343650179,,,,,,
0.947261884,1.515735207,1.27456576,1.689407011,1.058336045,1.197905688,2.105122417,0.980191026,1.119390099,1.650273309,0.851686135,1.062018856,1.387664853,1.014497616,1.032875425,,,,,,
1.395447196,1.513053092,0.681208548,1.397825695,1.308774421,1.346814857,1.532498935,2.24111041,1.893985012,2.756265071,4.324107172,2.854619862,4.043064023,1.126893451,1.695300613,,,,,,
1.091815322,2.453112848,1.429699296,1.193376968,2.087747359,0.749652899,0.961470375,1.541374358,2.744817798,1.660584464,2.604778074,0.875777035,1.40127343,1.481811351,1.022483472,,,,,,
1.293859725,2.904955326,3.681938253,1.148522208,1.430460772,0.991998157,1.24455893,1.861009027,1.937631887,1.549435673,1.753301007,2.488324724,2.832799442,1.215958508,2.454584664,,,,,,
1.803130121,0.991406839,2.43517387,0.889196303,2.190091017,1.057237866,1.772069477,1.755488753,2.254293713,1.01906516,0.874444998,1.242674619,3.019395827,1.862933631,1.840094378,,,,,,
3.596421305,1.597592884,0.994127192,2.919565912,1.328101889,3.414405374,5.427497498,1.004844757,0.867854027,1.223841984,2.33194915,0.944590783,1.594617197,1.174592757,1.236533409,,,,,,
2.044581996,2.251888457,0.914425242,1.713452251,1.530834219,1.555617566,1.599870144,2.702607686,1.893853208,1.172420466,2.929860844,2.270521825,2.729705878,1.175167409,2.522957795,,,,,,
1.344045414,2.440156874,1.47553438,1.910183898,4.261553716,2.122399336,1.762004509,1.414613852,4.766963171,1.73785981,1.965019743,0.639923263,2.300418078,2.086619584,0.956276591,,,,,,
3.248423129,2.430801018,1.75164348,1.390632265,0.800256355,4.287781789,2.785247377,1.347532293,1.790054375,2.837505583,1.651257643,2.601541364,1.826289619,1.414826879,1.880463153,,,,,,
1.167297569,2.523938368,1.788469852,2.782156201,1.140761883,1.734018907,1.831172827,0.75620289,1.971350608,2.333318694,0.977994985,1.708493421,1.40991146,2.248954144,1.139616667,,,,,,
2.192068983,1.223768314,2.758320436,2.602053972,1.247380284,1.300878832,1.972747771,3.337400958,1.54290753,3.622429503,1.425123112,1.28767854,1.624267197,2.170464912,1.091441918,,,,,,
1.741463313,1.236077239,1.301518393,1.967779831,1.958228316,0.740042951,2.129588187,1.638815905,2.025845142,2.187815788,1.968265334,1.173949613,1.950299637,0.741729208,1.606979022,,,,,,
