V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15
1.487859428,1.244008001,1.386560816,1.218257399,0.873069294,1.959866488,0.536941554,1.36889347,1.159389959,0.799801751,1.695231791,0.759087138,1.186153445,1.168728364,1.136324085
2.455521526,1.151760984,1.646585872,2.198475587,0.764550584,1.676165308,2.43466873,1.445726085,1.549779362,1.393415198,1.105679007,2.049138528,4.370653489,1.315820456,1.535105153
1.29018573,1.865132904,1.871144621,1.186460998,1.877507466,1.042618984,1.80769793,1.439064581,0.94584705,1.424426712,1.876513214,2.387770208,1.105886402,2.338754209,1.23888217
3.99334478,2.403193759,2.188491184,1.833758087,1.142361925,2.513501307,2.014421467,1.180530368,0.595183096,1.474460281,2.496926579,1.789987488,1.607391202,1.591474121,1.607371273
1.347017629,0.964841291,2.398142077,1.220036482,0.730250744,1.623739792,2.374958254,1.142511263,2.120377222,1.04938841,2.583839542,1.517084999,0.554283199,0.891360606,1.503918375
1.993986519,3.51655366,2.027266264,1.636696136,0.85713485,2.185728438,1.032950654,1.686692671,2.204224143,1.274372587,2.328418721,0.77069519,1.333511541,1.283849776,3.178393981
3.285492478,0.742544828,2.301959874,2.241539456,1.260879832,5.770549655,1.346831374,1.349110168,1.826112277,3.067050289,1.767874977,1.577656771,1.677445251,1.60493567,2.769956205
0.871869816,2.109829813,1.512831411,4.047499775,1.786042605,1.300045102,1.610024138,2.894264273,3.884876505,0.628111778,1.810503058,1.463899956,6.59139664,1.71540825,1.755013005
1.417431696,1.702616932,1.884679861,2.290559733,1.95909444,3.964261591,1.735364247,1.657148116,1.367745626,1.095636675,3.239634574,1.835645675,2.217961533,0.808658975,1.837004869
1.929906835,0.945149914,1.123871809,3.055424835,1.835011635,2.520791166,2.611405834,2.22178093,0.912520162,1.447278015,0.919529303,3.728470448,0.695093976,1.376673488,2.110347897
0.861098148,2.427867984,2.553461654,1.784923252,2.498301139,2.144266314,1.147718246,1.419647091,2.725108312,1.689137811,0.837476191,5.827151932,1.604408458,1.477015052,0.806201917
2.368771908,1.732128411,5.148796288,1.901217684,4.346186569,2.60315346,1.717692001,2.027353385,3.056827668,2.929824007,3.517270337,2.40344397,2.174456816,2.532911168,1.55182027
2.048211472,0.973786534,2.548347066,0.627673305,2.314227411,1.384316776,1.635411228,1.234518629,2.48118364,1.100543716,3.968203951,1.163815674,1.811909615,1.615813329,3.957998598
1.708309871,1.787086936,1.059191265,4.43596865,1.34143551,1.426710823,1.453949323,1.499538692,1.988868204,1.987108096,1.694972774,0.942772094,2.043552591,1.184737736,1.627211242
2.622745768,1.486004207,1.510342161,1.180305703,1.439244272,1.92330091,1.340304178,0.942455801,1.548722623,2.800803676,2.338167356,2.48942021,1.718935388,2.946460973,0.945401103
2.805711388,1.899256444,2.264864191,0.961024324,1.244444984,0.892147448,3.66938283,2.937241506,0.680213166,3.605757524,2.205103529,1.830550693,2.150958986,0.888037323,2.718201304
2.158817658,2.210814722,0.679912114,1.404716278,1.913726737,1.33371251,0.682187923,1.518787651,1.691474452,1.442457289,1.604528551,1.621481815,1.150128288,0.947664063,1.204720253
1.581104234,2.761029588,1.732880257,1.614917094,1.616554164,0.971512126,2.875818563,2.288993639,3.12776702,1.052269769,2.392066576,2.630610369,1.503782614,1.433034044,3.610624822
2.246730025,1.257195862,3.089665575,1.202035012,1.198143467,1.409241223,0.450678272,1.116979338,2.032273944,2.049056587,2.912898679,1.068604803,1.246212234,2.701222333,1.022315786
2.01230216,1.595356882,1.12615648,0.869905578,1.573714096,1.397489797,1.391758381,2.021196181,1.692506163,1.816403021,1.83982038,1.834430377,2.754269157,2.24636489,1.67562194
1.408284801,1.995661379,1.529889544,1.573259037,2.913861623,2.589061055,6.386857199,1.151244266,1.627801486,1.631559064,1.720627002,2.084607418,2.478348124,0.823219856,1.957459558
3.22246143,1.149072427,1.343054023,1.187583667,1.740536194,1.944371487,2.088789214,1.442763177,1.665760489,0.826925056,3.180450096,3.079775251,0.664750346,0.925803861,1.051717859
2.655407691,3.767653095,3.739757254,0.860723039,1.642359938,2.352767816,1.223819497,1.111948328,0.973942513,1.678027372,2.246719632,2.61190637,0.96603126,2.862152185,1.550193113
1.53955612,1.242031403,1.457289506,1.714674957,1.613953634,1.571018326,0.990242806,0.876230455,1.253105172,1.585838765,2.808694587,2.467866793,1.415919895,2.677781431,3.352718271
3.226365465,2.044220693,3.468635408,1.410639422,1.880573954,1.23614967,1.532634687,0.737947727,2.534697929,3.337056488,2.259484373,3.825598642,1.997570426,2.675694111,1.566630667
2.169422343,1.632349358,0.761866986,1.774067771,1.992645419,1.44766269,2.84164049,0.960371756,1.44484156,1.815741824,1.263664176,2.194192022,1.655947448,2.197136085,1.356526081
2.278046217,1.42275424,1.980177677,2.656892694,1.258829838,1.296050934,1.129935804,1.560747874,2.574883675,1.085013637,1.850171589,1.63460281,1.267400918,3.754681905,1.268440074
2.991898695,0.933627962,1.322731172,1.119279756,1.874129977,1.505228018,1.194032751,1.002077712,3.281508154,2.910736179,0.768584091,0.866991637,2.252280184,1.637408211,1.3368131
1.202829522,2.563325738,2.395188011,2.389964902,3.472896441,1.64637248,1.371138797,1.89708227,2.105021315,0.751338209,2.455047661,1.098629883,1.714106409,2.451132753,1.790564831
0.985295707,1.597007889,2.734227237,1.127969239,1.782026507,1.01837383,0.717462418,2.134665651,1.084905867,1.040502026,1.370613749,1.134390168,0.77080826,1.089042239,2.394535946
5.57853463,1.620355521,1.550982359,2.194503972,1.792412837,1.871412833,1.105608982,1.679985995,1.339055503,2.579411898,3.941184302,3.203523009,0.656657599,0.939938113,1.188824062
1.815801546,1.256537368,2.057200401,1.053933861,1.070455085,1.531680489,1.179876214,3.288443507,1.609263043,1.356891781,1.872630412,0.905671695,1.970351053,4.772838041,2.066348399
1.379559111,0.84369065,1.008014531,0.793129094,1.774998802,2.679062789,1.23663426,2.569195706,0.786999155,1.488310046,0.906611096,1.682552184,0.609575338,0.8190426,2.281877998
0.798168769,1.153965813,2.178060661,1.182963493,0.981268249,1.686356567,1.760666052,1.775230267,1.779225034,3.029920529,2.149442232,1.799689292,0.631880568,1.335848246,0.795304537
2.716768782,1.976240521,0.968562139,1.339461116,1.275067737,2.567211305,2.058153002,2.31380208,2.457979862,1.308566851,1.204535323,2.306710425,3.273866328,1.597257233,1.122737391
1.714501192,3.693175782,0.868983682,4.621651379,1.82656595,2.100787716,1.173309792,1.742201721,1.780106947,2.092647681,2.946501667,1.290058924,0.915332346,1.680604547,1.405616545
0.892912015,1.129670309,1.558807879,2.623540632,1.16343963,1.526548301,2.176161311,0.580557342,1.922627512,2.147305542,2.234344318,1.936965285,1.200217831,2.338500293,2.560130975
0.685409258,0.922606903,1.720234145,1.107428336,0.861806365,1.005544692,1.687736847,0.714584834,2.788328514,1.305652949,1.623379178,0.720849999,1.671882519,1.943569986,1.522037611
4.703670699,1.837332861,1.694869266,1.131254179,1.857022337,2.183875539,2.331153393,2.609509398,1.907798093,3.122364389,2.343777852,2.810315548,1.554066773,1.69341952,1.835116922
1.971053507,1.354656703,0.97207114,2.150232736,1.201369849,1.259077877,0.883263852,2.227510435,1.814608357,1.392195216,2.002215944,1.404999489,6.00616106,1.472998406,0.958198141
2.558796647,5.325468227,1.947007324,1.607538919,1.567390818,1.52855505,2.603639735,2.511552614,1.294545249,1.465109329,2.664000898,2.234885223,3.880305929,2.070755726,1.537582489
0.810776444,1.575432285,1.028221276,1.313206321,1.401579785,1.960057584,0.738767025,1.387860809,1.073871057,1.705709922,1.530169775,1.789381344,1.445959994,1.335327611,2.337391419
2.17081554,4.863054332,3.1269725,1.344366215,1.413420303,2.064726387,0.892366541,1.666498145,0.81151773,2.602842679,3.441608116,1.458314892,1.461874214,3.443552697,2.587744852
1.706564586,1.049304833,3.33697134,2.397244329,1.862563161,2.19317808,2.317771121,1.165450882,0.910937005,1.651201614,2.291835778,2.630407734,1.882577889,1.813989378,2.849630166
2.429163456,1.254537711,0.737693405,1.185435069,0.765883159,1.079250878,1.307104041,0.84641297,4.197156057,1.982402949,2.15958837,2.303460178,1.243200906,2.105214373,2.565005466
0.54168231,0.747849545,2.319604027,1.918823532,1.147545064,1.780351215,2.272285137,1.60926722,0.743411921,2.845103095,1.755047567,4.89021461,1.321198413,2.720845219,1.294235546
0.582736036,1.20290006,3.813892232,3.656107102,1.115124458,2.146528966,1.469725699,2.252545872,1.193091941,1.797342779,2.014174709,1.833069627,0.872441621,0.915250805,1.351361942
1.73554844,1.63772408,2.469166168,0.595752589,2.87546782,1.701889892,0.602757216,1.543323235,2.07460401,4.85219327,7.261203977,3.550206696,2.748888326,3.872030576,1.406737538
3.64887388,2.547209247,1.382580376,0.658575109,1.730869557,4.086958778,2.180620921,5.43760365,5.747289216,2.393211562,1.489424739,1.865413198,0.707198672,0.994336387,1.482546622
