"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"1",1.21901365420448,1.14114030999401,1.3014660887232,1.39736691715519,1.45783589943454,1.50372339509776,1.52947933672788,1.55599186319712,1.57480307108643,1.59344227754945,1.60648290660016,1.61589082160124,1.62259739173333,1.62514597028444,1.62465741998797
"2",1.58381960876658,1.73960713601805,1.86929536148944,1.93263214509024,1.96879149495072,1.9839172702317,1.99202418068963,1.99445297216453,1.99361322673842,1.99006305945005,1.98178813999735,1.97023248735897,1.95415039595478,1.93345488708548,1.90978222283915
"3",1.58381960876658,1.3587424493319,1.32237612712501,1.38930719852191,1.41924919602301,1.46471532785552,1.49349286664326,1.5147161906755,1.53298275530311,1.54605039222445,1.55847593486915,1.56813666163094,1.57532295599938,1.57965773719134,1.58190257401057
"4",1.21901365420448,1.14114030999401,1.16012938616016,1.19985256585877,1.23209194442606,1.27386909417749,1.30994053802663,1.33493559287858,1.35852534194215,1.38153600706069,1.40403885453842,1.42340728797046,1.43973025486263,1.45243548912265,1.46223102814324
"5",1.21901365420448,1.14114030999401,0,0,0,0,0,0,0,0,0,0,0,0,0
"6",1.3687381066422,1.34618972120489,1.24976886955721,1.23374422653118,1.23358094129807,1.24292867693728,1.23356050072785,1.25206073278222,1.27175017122902,1.29502706769645,1.31578796703869,1.33444729167478,1.34947857092564,1.36317278719361,1.3745081495322
"7",1,1,1,1.12029913286483,1.186237780478,1.20704951956431,1.22616664050804,1.22623208111352,1.23721788045158,1.24494535438523,1.25405290964029,1.25917686706813,1.26658127972979,1.27459742155753,1.28345885023387
"8",1,1,1,1.03219409740355,1.11103446554449,1.18480488096481,1.24104734422513,1.2895683373233,1.32497347657776,1.35330918921264,1.3778157658361,1.39884969667988,1.4162224550496,1.43059522067762,1.44162329019205
"9",1.58381960876658,1.56215444776338,1.71073281461383,1.74417972453228,1.77100083640981,1.78889830344169,1.79885515647753,1.80657327918387,1.81332136840001,1.81817222635239,1.81821786483718,1.81595004343426,1.80977020481198,1.80041163113094,1.78834782841341
"10",1.3687381066422,1.47005065994678,1.61996542152823,1.73497738125657,1.83132326489664,1.88702141648373,1.92252881185054,1.93953034542362,1.95020469107863,1.95164952358508,1.94646401840384,1.93512216171725,1.91838319698239,1.89838567244943,1.87535788051
"11",1.58381960876658,1.82020905560452,1.88216778285454,1.91415491825004,1.94498590629135,1.96385537271219,1.97123742093568,1.96718197265344,1.96061365395866,1.94938712120077,1.93647735268401,1.9213518704964,1.90463902193589,1.88630944814482,1.86690155300255
"12",1.3687381066422,1.47005065994678,1.44404030682197,1.44416350877303,1.43786083195813,1.45183654352589,1.45259511810666,1.46525869863608,1.47341750128015,1.47537686347342,1.48172972202233,1.4871958972578,1.49208624233633,1.4970231646459,1.50048044726778
"13",1.48599428913695,1.59748279463551,1.67496491126323,1.70450780907048,1.73736833136645,1.77158649948863,1.79464759735713,1.80901426363295,1.81866689682176,1.82480846565189,1.82472780584072,1.82265619424367,1.81607666753111,1.80694961574207,1.7942114158429
"14",1.48599428913695,1.42201482726932,1.36829656321545,1.28512149863642,1.27624346291597,1.23253757804357,1.22453208900462,1.23292800505301,1.23235860747248,1.22510917480597,1.21510433306102,1.21494849716292,1.21622329363462,1.21516534677148,1.21782944050845
"15",1,1.09200853103457,1.22753439329494,1.26817693381008,1.28284070587294,1.29082921153438,1.26586013317182,1.23313189540487,1.22997647941583,1.23235912707633,1.23803337676064,1.24531336004584,1.24973857188151,1.25662154049353,1.26394598772745
"16",1.48599428913695,1.49714863809825,1.4639585461983,1.46007759902994,1.46436544330987,1.45562191264129,1.46245695465562,1.47468390066854,1.48616611081079,1.49689082183138,1.50776354156531,1.51582675246466,1.52335734208078,1.52934705392485,1.53318202730697
"17",1.21901365420448,1.14114030999401,1.16012938616016,1.16242920675187,1.15885367472503,1.19109110778459,1.22307612664327,1.25158530712497,1.27686865541882,1.29581651692209,1.31435545797719,1.32873644908323,1.34260621317956,1.354887455963,1.366126766616
