"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21"
1,2,20,71,162,364,718,1287,1687,1696,1180,753,422,176,93,43,13,9,0,0,0
2,5,6,21,48,98,234,457,941,1522,1860,1488,1027,544,264,93,60,23,8,1,1
2,4,8,18,53,109,255,615,1157,1593,1796,1342,826,448,222,99,51,26,13,10,6
2,4,13,8,14,46,96,219,526,988,1651,1792,1462,942,510,241,122,55,23,11,3
1,0,3,6,23,58,97,244,536,1047,1666,1745,1501,892,469,240,117,66,36,8,7
1,0,4,6,5,23,49,123,311,637,1122,1763,1771,1344,813,384,179,89,33,12,10
3,1,5,4,5,29,57,184,375,796,1421,1742,1610,1064,667,339,177,64,34,18,12
1,3,1,2,7,15,20,38,49,131,267,587,1055,1481,1676,1408,873,509,270,112,80
3,14,26,71,195,395,858,1322,1801,1621,1162,637,307,151,75,33,25,6,8,1,0
1,1,5,25,78,170,379,750,1232,1603,1630,1241,732,381,172,70,38,23,20,7,6
2,5,15,30,64,145,335,667,1136,1527,1678,1302,803,447,244,119,65,40,22,6,4
4,15,25,80,151,376,773,1260,1783,1702,1118,702,352,174,87,59,21,10,5,2,1
5,12,40,86,171,364,763,1326,1736,1690,1169,672,330,175,80,38,19,5,3,3,2
1,1,8,18,73,151,336,650,1146,1617,1705,1289,794,434,239,108,46,18,7,2,1
3,11,34,90,210,490,997,1553,1819,1463,958,484,273,130,69,29,14,4,3,1,0
2,8,20,54,145,347,716,1285,1664,1696,1200,759,391,176,104,45,18,5,0,1,0
6,29,90,154,303,595,1206,1678,1770,1365,755,392,188,107,49,25,10,3,2,0,0
1,6,20,55,80,274,559,1031,1657,1756,1370,804,473,243,138,64,27,12,3,0,0
2,7,18,33,95,179,423,919,1468,1813,1584,1042,496,283,139,52,24,8,7,1,1
2,3,3,9,41,93,265,575,1076,1658,1708,1407,900,466,214,118,67,37,11,5,4
7,16,42,79,211,445,925,1398,1738,1528,1000,557,307,164,72,38,16,8,7,0,1
1,2,5,17,37,113,240,554,1061,1582,1714,1450,862,476,263,117,59,32,16,5,4
6,5,23,51,136,294,589,1172,1697,1738,1387,821,441,222,95,56,22,9,6,3,0
4,7,24,78,183,454,847,1351,1678,1526,1108,605,361,185,90,44,17,11,8,3,1
2,2,5,13,32,52,119,287,560,1060,1577,1659,1372,961,497,241,138,53,27,13,18
5,7,9,33,55,141,270,573,1017,1537,1715,1462,944,490,236,86,53,22,11,10,9
2,1,2,6,9,19,44,93,206,453,880,1402,1759,1536,1077,571,290,138,59,30,13
1,3,1,12,24,40,83,155,356,637,1209,1604,1668,1324,784,406,202,108,50,25,10
2,1,2,17,10,40,83,178,379,780,1230,1641,1743,1215,695,341,158,92,33,27,8
2,5,17,32,104,215,472,945,1485,1780,1519,1042,555,288,161,68,36,18,7,5,0
2,3,2,16,47,91,229,453,857,1337,1673,1550,1088,638,334,187,91,43,14,13,7
1,3,8,18,35,74,180,412,857,1276,1709,1483,1182,650,357,196,105,48,20,13,3
8,22,24,85,228,483,949,1470,1736,1543,1010,530,267,151,71,37,15,7,3,0,0
6,33,62,114,257,502,1023,1536,1736,1497,980,528,227,108,49,32,14,4,1,1,0
1,8,9,23,51,135,283,652,1325,1806,1702,1328,708,382,189,87,53,27,15,3,5
5,10,11,27,49,103,223,545,1020,1568,1820,1507,904,448,258,107,51,16,6,7,3
1,8,19,40,73,165,367,741,1238,1753,1644,1176,703,397,164,78,43,22,10,7,3
1,1,3,0,1,3,0,5,3,19,48,101,225,420,842,1334,1817,1641,1091,606,308
3,2,9,15,55,100,238,523,1021,1555,1814,1497,866,498,245,137,65,25,12,3,2
3,1,4,8,19,48,119,272,567,1034,1515,1672,1384,925,557,280,144,77,33,13,10
3,6,10,26,45,80,155,379,769,1347,1624,1605,1199,703,386,163,83,40,25,12,2
2,6,24,36,81,172,332,586,1102,1612,1722,1315,796,405,220,96,50,28,10,4,1
6,11,28,76,139,313,628,1119,1641,1706,1398,798,494,229,123,50,37,17,7,2,4
2,11,26,52,118,227,558,1052,1654,1769,1497,858,448,233,107,62,18,14,6,3,2
1,1,2,3,6,18,39,102,267,512,1060,1517,1777,1463,945,571,251,112,57,23,12
4,1,3,7,19,21,64,155,355,732,1354,1737,1631,1221,656,375,182,72,42,18,9
2,4,15,34,67,188,432,813,1438,1811,1591,1088,629,287,162,69,37,15,5,1,0
1,4,17,27,44,105,216,436,852,1348,1730,1550,1110,591,307,138,63,31,25,4,1
2,4,2,3,1,14,22,39,88,208,476,903,1489,1764,1570,1031,574,303,154,64,28
1,8,14,35,86,199,435,818,1347,1684,1609,1093,704,334,162,110,48,29,22,13,4
2,1,8,18,46,96,210,529,984,1490,1730,1437,999,562,270,129,64,34,17,6,4
3,5,13,26,57,123,288,552,990,1461,1742,1434,878,499,273,143,69,34,9,6,1
4,8,21,37,79,157,321,706,1266,1794,1700,1238,698,354,183,86,41,29,10,4,3
1,1,9,32,93,213,444,897,1421,1811,1578,1040,528,291,137,68,33,11,11,5,4
2,13,17,47,129,271,588,1128,1582,1735,1349,914,456,226,127,59,27,16,6,1,0
2,1,7,5,7,32,51,130,316,680,1202,1677,1712,1288,825,429,193,100,42,13,9
2,0,7,20,50,132,268,575,1044,1622,1762,1368,873,507,227,137,41,26,12,10,6
3,11,15,37,71,137,330,610,1174,1725,1704,1312,734,422,206,111,55,23,13,2,6
2,8,14,30,104,248,492,910,1493,1754,1523,994,609,287,149,101,35,22,10,4,0
1,2,5,5,12,20,45,113,263,578,1052,1648,1728,1444,867,465,208,100,60,30,9
3,10,13,21,71,152,349,676,1225,1744,1740,1244,682,373,157,79,40,22,10,4,2
4,17,30,60,167,350,642,1113,1597,1669,1261,812,463,238,112,59,16,11,7,2,1
2,4,7,19,32,56,134,290,658,1181,1569,1729,1376,836,424,209,95,43,19,19,6
1,1,6,16,28,78,171,338,692,1212,1644,1691,1168,723,410,192,94,59,36,21,8
4,4,3,2,14,31,64,164,372,818,1426,1671,1611,1132,652,340,187,81,33,19,13
2,15,32,53,95,263,528,1060,1631,1757,1415,869,553,264,117,60,23,17,8,3,1
1,1,5,27,82,254,529,1050,1579,1785,1465,957,538,241,120,59,30,15,5,4,1
1,1,15,31,103,253,523,1016,1546,1698,1503,963,521,244,112,67,37,8,8,0,3
1,8,27,68,133,269,556,1066,1556,1669,1448,934,499,252,120,57,40,15,19,5,1
4,9,17,55,93,193,409,923,1465,1789,1629,1041,557,274,117,57,27,13,6,4,2
0,11,15,42,126,273,561,1035,1631,1767,1453,875,459,228,90,46,22,8,4,1,0
1,0,2,4,9,16,26,86,177,460,908,1485,1829,1644,1005,530,277,123,54,37,22
2,3,17,24,78,167,426,914,1429,1705,1566,1142,612,323,151,60,51,18,8,3,2
4,16,32,79,208,468,957,1441,1738,1583,1065,582,280,120,78,33,6,9,1,1,1
2,3,1,2,4,5,14,34,81,197,363,795,1303,1634,1673,1226,662,373,158,83,47
1,2,12,25,60,156,352,743,1245,1574,1639,1299,740,415,190,107,46,25,11,8,0
2,6,14,26,87,164,321,707,1267,1683,1696,1233,675,389,182,82,43,11,10,2,3
2,8,9,3,10,19,78,185,444,778,1449,1823,1651,1099,618,314,158,86,26,16,6
1,3,3,13,27,76,174,469,839,1476,1741,1537,1090,624,365,154,74,38,15,11,2
3,23,58,101,223,487,1013,1568,1847,1487,937,509,235,114,70,29,14,3,8,2,0
1,2,8,15,61,135,302,620,1075,1573,1773,1354,900,484,242,115,58,23,11,9,3
3,6,3,4,5,15,58,102,212,490,962,1474,1774,1560,973,556,253,126,56,44,14
4,3,12,23,45,115,213,518,1040,1459,1671,1469,931,566,258,118,79,31,15,5,4
1,1,0,5,3,21,33,75,198,416,736,1429,1744,1627,1166,648,297,160,93,43,15
1,1,2,5,17,36,65,184,356,677,1233,1676,1632,1215,703,426,191,92,58,28,20
1,4,6,38,79,185,422,790,1410,1778,1598,1119,629,298,132,76,28,14,9,4,3
1,6,9,21,34,91,199,401,828,1361,1690,1646,1108,649,306,156,81,50,17,9,4
4,8,6,16,36,48,149,316,669,1196,1635,1677,1253,828,406,201,104,51,20,13,6
2,3,6,25,38,81,165,337,694,1296,1810,1636,1215,675,371,204,75,37,23,11,2
1,1,5,11,16,44,82,166,347,717,1228,1695,1704,1188,706,347,189,87,45,21,15
2,12,24,53,109,248,480,987,1400,1834,1535,1023,503,267,138,68,42,11,8,4,2
2,2,2,1,2,4,10,54,112,320,608,1161,1698,1768,1390,785,411,177,106,44,12
0,1,9,16,22,45,87,202,486,1025,1532,1818,1456,911,573,254,121,60,31,13,9
1,4,3,6,16,57,127,282,625,1161,1717,1787,1288,736,430,214,136,65,26,12,5
7,8,18,79,166,419,827,1490,1869,1646,1087,565,275,128,65,32,16,5,7,0,2
2,9,18,54,110,258,596,1140,1602,1704,1394,893,438,222,114,54,34,15,5,1,0
3,7,19,44,110,279,575,1044,1530,1704,1478,888,495,295,121,42,24,13,7,2,0
1,2,9,11,7,33,43,95,201,362,703,1150,1568,1627,1191,741,420,228,109,63,30
1,3,3,7,25,59,148,318,608,1162,1637,1692,1373,842,447,192,112,54,10,6,4
1,4,9,34,109,224,507,1039,1550,1802,1532,992,476,229,120,59,21,20,4,5,3
3,3,12,29,55,120,236,474,911,1505,1755,1444,1068,529,291,135,86,33,12,11,1
2,15,19,35,99,212,414,763,1368,1719,1556,1111,635,329,184,69,41,16,14,3,1
2,8,13,39,52,133,304,611,1073,1609,1686,1327,873,457,231,136,56,22,11,3,1
1,1,5,22,50,102,265,511,1056,1598,1708,1423,902,497,229,111,55,19,5,3,2
3,5,8,15,67,136,333,569,1138,1582,1730,1404,820,434,212,87,38,20,6,0,0
4,9,9,35,89,171,317,591,1086,1651,1693,1393,809,439,223,109,55,22,8,6,2
2,2,7,19,53,147,303,754,1210,1769,1754,1319,790,370,173,81,42,20,9,5,0
2,8,12,23,60,180,382,822,1347,1685,1656,1131,680,360,155,93,41,18,8,5,0
2,8,13,31,62,120,252,550,940,1588,1782,1470,918,519,225,119,56,25,12,5,8
1,2,0,4,4,4,5,7,34,74,143,271,519,898,1516,1698,1495,951,535,277,120
3,7,16,18,74,150,292,631,1153,1580,1784,1294,844,409,208,102,50,11,7,2,3
2,4,8,14,18,35,62,151,326,701,1226,1569,1712,1262,784,446,223,83,46,24,6
2,5,26,38,91,202,408,779,1334,1719,1599,1105,624,325,199,73,45,22,10,6,2
2,10,23,54,112,252,508,1017,1516,1662,1401,899,510,290,133,77,24,17,4,2,2
2,4,11,35,52,112,237,499,903,1465,1798,1525,1024,538,260,134,64,37,12,4,2
4,8,36,64,202,433,865,1434,1782,1572,1060,600,312,136,70,33,21,8,3,0,0
1,1,1,3,6,14,27,87,141,302,657,1214,1698,1695,1356,778,358,180,100,30,19
3,3,8,19,55,124,312,605,1139,1683,1699,1308,781,441,213,109,52,32,25,12,8
4,17,26,53,116,228,518,935,1551,1804,1487,927,469,251,119,63,23,9,5,0,0
2,3,1,1,12,26,104,242,493,935,1490,1784,1511,1006,497,253,121,55,28,8,2
2,4,9,10,35,75,154,379,720,1156,1614,1621,1300,852,460,208,115,38,26,18,7
1,5,12,21,50,107,282,606,1036,1562,1720,1354,922,508,251,125,72,28,15,4,4
2,5,12,18,42,129,270,504,1013,1472,1821,1402,913,496,284,142,72,46,15,9,7
3,3,7,5,17,44,80,173,387,707,1228,1673,1695,1191,684,376,208,111,42,30,6
4,7,14,36,56,156,293,728,1246,1646,1695,1257,768,430,212,99,49,23,3,6,1
2,3,9,11,29,62,133,305,681,1278,1712,1737,1251,702,367,176,89,42,17,6,7
2,5,21,52,131,366,777,1381,1741,1654,1224,672,360,186,90,34,17,4,4,2,1
2,3,20,46,105,242,443,941,1500,1755,1593,997,542,283,132,84,29,16,8,4,1
2,5,3,4,13,12,47,107,338,646,1162,1668,1711,1356,834,411,234,101,44,23,11
6,14,39,112,221,475,907,1419,1762,1612,1036,563,303,169,61,25,14,5,4,0,0
2,15,24,92,184,411,809,1339,1726,1573,1141,669,344,163,65,34,14,8,4,0,3
1,4,11,28,53,123,272,545,972,1420,1626,1463,923,528,293,151,71,32,24,18,6
2,6,15,27,61,124,255,551,1023,1500,1693,1413,938,484,277,144,53,42,9,7,2
3,7,8,27,70,162,333,644,1061,1561,1728,1350,833,453,240,103,45,20,11,4,0
2,4,2,1,5,14,25,88,199,463,883,1480,1696,1519,1052,614,286,144,85,38,17
2,4,5,5,22,48,133,279,522,1026,1627,1783,1443,863,474,223,127,55,23,8,5
3,5,12,40,100,256,472,915,1467,1769,1545,948,546,267,133,68,36,17,4,2,2
2,1,1,3,1,4,10,22,52,79,191,449,848,1491,1801,1542,1010,594,313,157,90
2,7,19,29,60,116,243,561,1055,1477,1759,1416,849,508,263,136,73,38,23,9,6
3,4,11,25,73,161,308,690,1259,1689,1657,1246,710,424,198,94,25,12,7,1,1
4,17,43,83,212,424,867,1461,1868,1588,1023,543,293,145,67,23,19,6,6,2,3
2,2,4,9,16,48,74,171,357,668,1250,1745,1704,1258,710,371,168,95,49,31,8
1,1,0,1,3,11,21,47,98,246,494,1001,1611,1793,1395,897,521,258,135,67,33
3,5,16,33,86,217,495,887,1452,1699,1500,1014,615,324,153,60,44,16,13,5,1
1,3,8,9,30,69,145,315,663,1153,1720,1693,1245,723,429,214,109,54,33,11,7
2,0,2,9,19,40,109,291,570,1045,1666,1761,1443,857,467,220,86,51,14,9,5
2,2,10,16,20,64,149,359,731,1264,1601,1723,1189,739,372,188,77,50,15,4,0
2,9,26,75,160,285,626,1181,1514,1740,1308,835,496,222,120,64,15,11,4,1,1
3,2,4,3,3,8,20,49,117,263,573,1058,1596,1821,1414,872,429,251,132,58,27
1,2,3,4,8,17,34,73,120,361,692,1239,1719,1757,1233,717,346,188,84,53,11
1,8,17,49,70,203,464,909,1429,1822,1516,1020,596,296,154,81,39,19,11,13,3
1,6,18,34,94,216,508,1016,1540,1752,1414,961,526,290,150,57,33,12,5,3,2
1,4,14,23,55,146,323,664,1210,1754,1774,1259,723,379,182,83,37,25,15,8,3
1,1,1,3,2,8,15,31,77,168,392,752,1299,1686,1676,1170,692,365,171,93,44
1,5,12,34,30,99,239,502,1062,1624,1755,1389,951,474,273,97,58,17,16,4,4
8,24,62,158,358,741,1284,1758,1657,1174,713,371,172,98,52,15,7,3,0,1,0
5,7,15,27,68,186,387,815,1337,1750,1619,1156,663,312,152,84,37,17,7,4,2
1,5,19,37,85,208,405,864,1371,1709,1619,1112,642,318,171,88,36,14,7,3,2
3,3,2,17,30,71,193,458,893,1383,1682,1509,1078,649,329,159,88,40,22,17,1
3,11,29,56,102,201,420,696,1243,1674,1673,1293,675,364,178,71,42,27,4,5,1
2,4,10,34,47,88,169,339,660,1131,1536,1576,1267,780,447,199,130,58,45,15,16
1,1,1,3,2,24,46,86,215,483,906,1464,1672,1522,1047,580,280,180,76,49,15
3,7,10,27,89,148,319,592,1069,1501,1688,1409,890,508,225,128,52,28,13,10,5
4,9,26,77,190,432,918,1499,1894,1605,1117,522,303,122,58,27,18,7,1,3,0
1,5,12,24,74,159,332,647,1247,1815,1741,1281,701,383,166,76,39,13,8,4,2
1,2,7,9,30,59,154,361,678,1274,1745,1697,1235,710,371,157,73,44,18,13,6
4,1,6,32,79,195,418,802,1353,1725,1697,1156,649,318,158,71,26,25,6,3,1
3,0,9,16,37,87,223,449,916,1435,1730,1535,1004,604,295,134,71,44,21,7,6
1,1,1,3,1,0,2,2,5,13,10,40,58,130,287,665,1119,1596,1768,1330,847
2,4,7,16,21,25,51,143,317,631,1068,1500,1620,1315,826,476,261,125,64,29,19
3,9,22,34,64,136,303,619,1132,1613,1649,1351,824,439,237,107,62,31,13,4,3
2,3,4,13,36,105,240,525,1032,1586,1766,1466,904,471,267,106,68,38,21,12,4
3,5,15,24,84,184,411,765,1333,1742,1628,1077,654,355,171,78,22,16,7,7,1
1,9,10,30,68,140,330,764,1324,1787,1697,1145,714,358,172,92,38,24,9,4,1
5,5,14,47,118,205,497,934,1379,1710,1510,1065,576,311,201,64,35,21,7,8,4
3,1,4,2,8,31,39,75,231,428,804,1320,1749,1589,1110,665,317,141,70,35,18
2,1,3,15,28,68,141,327,668,1279,1698,1723,1192,748,390,192,86,50,19,13,4
3,11,23,50,107,233,600,1003,1615,1749,1446,861,488,248,129,58,34,5,10,5,0
1,2,18,42,99,226,369,758,1354,1781,1618,1163,623,323,172,79,41,8,9,4,3
1,1,7,12,22,54,125,264,495,885,1402,1763,1448,1009,549,303,130,76,25,14,11
3,4,27,58,122,288,596,1059,1563,1816,1424,881,439,220,105,60,24,13,1,1,0
3,8,23,58,127,269,686,1256,1642,1716,1309,808,413,214,100,44,20,7,6,2,0
3,3,4,3,5,16,29,67,154,401,833,1319,1735,1596,1175,660,356,173,95,46,26
2,4,9,13,34,84,195,356,777,1257,1623,1605,1239,726,362,168,86,44,20,10,2
2,2,2,9,25,41,106,264,553,1002,1545,1894,1405,880,496,237,117,52,29,18,6
1,8,22,32,88,188,430,967,1512,1874,1493,987,543,258,152,56,32,15,7,1,1
2,2,11,19,25,62,127,279,456,953,1497,1740,1464,992,522,279,125,58,26,13,6
5,5,7,17,29,62,154,337,676,1263,1677,1646,1256,749,385,220,85,40,26,11,4
2,2,5,12,30,50,155,341,734,1369,1758,1695,1122,673,368,193,79,35,6,5,1
2,4,12,27,51,175,336,754,1159,1607,1645,1231,796,397,242,96,54,30,14,13,4
3,6,8,25,52,135,287,539,1042,1519,1772,1389,919,488,272,128,66,31,13,14,5
1,4,3,13,4,13,17,47,91,185,484,913,1393,1760,1593,1055,568,290,144,63,29
2,5,15,69,163,433,807,1349,1766,1596,1090,664,320,199,82,47,14,8,7,2,0
3,2,9,19,56,113,279,573,1083,1657,1771,1455,863,412,228,87,39,14,4,5,4
4,6,4,20,40,63,121,261,579,984,1503,1750,1415,889,524,255,99,50,33,19,4
2,4,7,31,62,135,347,680,1211,1614,1745,1271,804,431,220,106,46,17,7,4,4
2,3,11,18,28,52,122,301,690,1222,1637,1716,1276,779,413,195,115,62,27,9,5
2,7,12,41,92,217,494,985,1525,1745,1486,957,479,277,142,72,37,20,11,2,1
2,4,11,22,38,84,202,419,774,1262,1718,1605,1151,699,334,180,73,33,9,10,9
2,3,7,5,14,24,84,145,384,763,1377,1790,1660,1111,600,326,171,84,49,20,4
1,5,14,28,64,138,290,583,1108,1713,1698,1307,853,425,207,119,40,28,14,8,3
1,6,11,37,103,181,377,740,1333,1698,1728,1192,675,330,154,57,40,12,7,5,0
3,10,22,57,91,205,462,843,1403,1741,1637,1029,558,325,147,66,39,12,7,4,1
1,2,0,0,2,1,1,3,2,3,11,27,47,119,263,505,1062,1624,1776,1432,913
2,3,6,5,34,83,232,499,900,1494,1756,1524,974,501,261,137,67,30,12,6,5
3,5,9,18,33,86,179,371,822,1349,1722,1584,1134,667,305,177,89,49,24,13,6
1,3,6,4,2,4,12,21,65,166,362,743,1314,1661,1602,1216,735,392,195,108,59
1,3,13,20,42,112,251,500,930,1434,1688,1531,999,582,322,140,75,34,16,6,6
4,14,27,79,153,318,687,1189,1704,1663,1283,771,434,207,76,34,18,10,3,2,0
1,3,7,10,22,44,91,183,446,778,1344,1760,1671,1141,626,328,126,72,33,14,13
1,2,3,10,15,44,110,247,518,986,1457,1578,1550,986,551,302,161,81,50,20,7
2,3,9,29,62,126,267,536,921,1515,1793,1516,913,486,236,117,58,26,22,6,5
6,15,48,85,235,513,962,1531,1744,1452,951,492,281,166,60,43,26,11,2,1,0
3,1,8,26,64,150,352,734,1334,1744,1571,1214,701,333,192,93,48,9,9,2,8
0,1,3,6,14,37,65,157,362,793,1348,1692,1678,1179,720,390,166,75,41,15,3
2,10,23,56,140,378,702,1218,1654,1749,1253,758,383,192,89,43,22,12,5,2,3
1,6,28,51,95,173,351,713,1236,1694,1722,1234,711,369,182,85,43,14,4,2,2
1,2,2,11,22,57,131,278,564,966,1557,1690,1409,899,475,245,148,52,34,19,8
1,2,4,9,20,35,80,204,411,823,1413,1768,1571,1120,634,301,170,60,19,15,7
1,3,7,10,19,55,99,216,480,888,1426,1784,1550,1062,561,280,152,70,34,20,7
3,19,39,108,226,531,962,1640,1877,1498,971,467,227,88,44,26,8,9,6,2,1
2,3,3,12,25,56,126,293,560,1080,1558,1712,1405,886,501,233,115,78,34,23,11
1,3,6,14,30,45,124,325,682,1168,1638,1750,1275,824,445,219,106,39,18,10,4
1,5,19,35,63,192,361,753,1209,1638,1560,1198,788,374,243,109,48,24,13,11,1
5,5,22,34,43,96,183,367,700,1253,1656,1659,1195,694,411,205,102,41,23,16,7
1,2,6,8,23,53,75,172,414,695,1187,1583,1606,1239,748,400,184,102,51,22,13
2,6,13,20,29,82,198,423,847,1384,1756,1547,1079,642,330,149,69,32,17,6,5
2,0,1,4,5,24,65,184,443,840,1427,1797,1658,1050,615,273,124,81,47,15,12
2,3,5,32,85,207,429,854,1399,1777,1677,1147,608,330,124,52,28,14,3,4,0
1,4,5,30,81,178,442,962,1536,1845,1528,1022,535,274,137,78,34,11,6,3,5
1,13,27,67,174,335,711,1244,1677,1725,1268,745,343,210,130,42,37,9,3,0,1
1,1,4,25,32,98,206,485,939,1513,1838,1514,936,510,258,131,70,30,14,8,3
1,6,7,16,29,71,186,392,720,1277,1580,1598,1152,790,430,209,108,45,25,12,2
2,3,1,3,11,30,46,91,233,498,1021,1466,1808,1465,977,539,274,134,45,33,16
3,12,24,44,81,168,373,682,1149,1641,1598,1191,745,403,217,107,52,23,9,5,2
3,4,14,19,39,83,158,402,774,1304,1683,1656,1196,705,379,178,121,45,25,12,0
1,3,4,9,10,22,63,159,329,637,1215,1653,1719,1280,798,437,243,115,53,18,3
3,11,22,52,125,232,506,957,1437,1727,1433,997,541,289,169,81,53,32,16,6,2
2,1,4,11,38,90,224,426,831,1281,1690,1580,1155,647,345,167,94,50,31,16,3
3,9,25,70,156,320,604,1130,1550,1749,1339,857,447,256,113,61,31,15,3,4,0
1,5,3,8,12,19,57,105,233,514,938,1494,1675,1540,928,538,212,136,57,31,8
2,2,2,12,18,31,62,185,364,818,1248,1649,1711,1199,668,369,149,76,38,23,10
1,2,1,20,40,107,210,430,827,1372,1705,1682,1105,573,303,141,96,45,15,10,3
3,2,3,5,15,56,111,250,533,989,1502,1855,1423,982,489,226,126,50,29,12,6
1,2,2,12,17,47,87,186,339,709,1319,1676,1654,1217,759,356,159,88,33,27,8
2,1,5,11,20,36,97,224,417,779,1274,1647,1625,1161,718,344,189,83,28,23,17
3,8,18,24,49,111,235,475,1038,1562,1786,1478,894,503,244,120,62,27,7,6,5
1,2,10,18,68,141,335,699,1317,1730,1746,1253,709,350,171,77,42,21,6,1,0
2,6,19,40,82,173,339,694,1302,1670,1632,1217,723,402,210,97,44,28,7,2,2
2,2,14,27,70,144,324,695,1193,1682,1694,1288,777,343,185,111,46,21,8,8,2
1,3,8,34,87,199,519,924,1424,1782,1538,993,578,295,142,57,28,15,7,0,3
2,6,25,69,137,294,600,1103,1594,1759,1369,866,437,193,101,48,30,27,9,9,3
1,3,14,35,68,151,298,605,1048,1472,1704,1360,856,496,246,119,60,35,19,15,6
5,17,37,88,212,430,898,1491,1724,1536,976,567,281,162,84,42,25,13,6,4,3
0,4,7,12,28,68,132,309,695,1255,1701,1743,1311,749,361,156,74,32,28,8,1
2,9,18,50,121,256,518,998,1548,1817,1514,896,502,254,122,59,21,14,1,4,0
3,12,29,55,98,201,483,957,1546,1793,1489,925,535,234,122,69,31,17,4,4,2
2,5,14,30,86,202,415,897,1499,1775,1494,978,609,290,155,100,39,23,7,2,1
1,6,14,26,62,133,256,573,1047,1495,1728,1380,902,511,216,124,52,33,13,10,6
2,5,8,8,29,81,177,387,823,1358,1694,1675,1151,605,340,166,95,46,24,12,8
2,10,29,74,151,323,678,1182,1570,1745,1290,764,389,205,121,55,20,11,3,2,0
2,4,5,33,88,181,381,748,1294,1625,1636,1172,699,383,169,102,49,23,10,5,0
4,3,9,24,53,90,200,450,886,1469,1867,1526,971,598,272,140,63,22,16,11,2
2,3,6,9,17,20,40,85,156,396,716,1220,1643,1645,1160,686,388,205,99,44,17
2,2,6,7,33,66,130,332,654,1131,1512,1670,1302,836,470,224,125,60,26,11,5
1,2,7,15,35,75,184,383,730,1329,1635,1583,1170,670,334,178,84,44,33,15,12
2,2,7,14,22,51,101,221,463,875,1359,1707,1581,1127,592,323,138,63,29,14,9
2,6,21,46,120,336,736,1265,1717,1782,1242,732,379,201,87,43,21,6,2,1,0
2,8,20,54,119,213,476,850,1370,1714,1522,1087,634,328,164,68,25,8,6,1,0
1,3,5,23,67,159,383,732,1370,1679,1648,1130,696,377,214,84,46,19,22,6,5
2,3,2,10,17,46,95,221,511,1044,1611,1844,1449,895,517,254,100,44,20,3,8
1,0,3,8,19,45,100,262,492,940,1391,1721,1471,1013,560,309,163,64,37,16,10
2,0,2,15,17,40,77,172,351,684,1152,1502,1646,1253,777,406,221,138,75,48,17
2,1,4,4,10,39,103,239,532,968,1504,1841,1488,986,512,249,110,50,26,11,8
8,30,61,140,314,688,1236,1639,1670,1301,785,395,206,99,41,22,14,5,2,1,2
5,15,52,108,256,522,1159,1664,1858,1374,905,434,206,105,47,22,9,5,3,0,0
2,3,13,36,52,121,264,538,1030,1560,1663,1465,918,485,252,122,58,20,13,4,6
3,4,5,21,55,106,185,376,741,1311,1736,1653,1183,643,353,175,108,39,17,8,1
1,2,6,24,36,79,157,308,696,1185,1653,1614,1266,765,423,210,95,54,30,8,5
2,4,11,21,43,104,180,423,843,1339,1666,1628,1100,617,317,157,70,35,16,6,3
2,8,24,46,100,287,501,1091,1617,1825,1442,856,455,234,116,47,26,15,6,3,1
1,4,11,28,63,145,398,763,1343,1734,1657,1157,680,396,168,93,49,28,6,4,5
3,9,16,32,89,198,409,800,1361,1720,1581,1087,671,323,173,78,30,13,6,3,2
2,3,14,34,63,149,307,637,1164,1549,1737,1402,838,421,225,67,35,10,0,5,2
3,13,28,73,199,471,902,1461,1756,1556,1056,600,276,128,62,25,15,2,3,1,3
0,1,2,2,6,14,49,115,274,588,1071,1568,1829,1398,894,464,250,119,56,27,6
3,10,25,63,122,247,486,953,1405,1731,1468,1002,586,295,151,68,31,14,8,2,0
2,9,10,32,69,140,281,602,1144,1628,1685,1378,866,429,209,117,56,27,13,4,1
4,7,17,55,122,297,666,1268,1724,1791,1276,779,390,180,75,48,15,7,4,6,3
3,3,6,16,48,111,262,600,1095,1579,1797,1411,889,458,234,107,47,25,15,5,2
2,12,25,46,108,262,528,959,1483,1746,1486,965,508,270,129,63,31,14,9,8,1
1,7,10,23,31,45,135,297,652,1187,1652,1742,1259,808,414,220,112,54,27,12,7
2,9,27,37,84,148,343,674,1187,1619,1639,1234,810,397,193,111,59,33,7,4,3
3,1,15,28,79,188,381,769,1275,1625,1681,1166,722,396,197,91,33,17,11,3,1
3,0,3,3,5,24,46,89,215,417,907,1453,1797,1541,1079,596,317,153,71,31,12
5,13,27,75,177,398,826,1381,1700,1672,1137,655,308,166,91,43,31,7,3,0,0
2,6,13,23,62,154,304,635,1156,1625,1685,1335,829,435,197,103,48,16,8,4,6
1,3,1,5,11,32,57,104,282,598,1108,1624,1739,1448,853,423,210,99,39,21,15
4,6,6,22,53,105,249,574,1005,1585,1767,1477,847,469,233,116,55,19,12,11,8
1,4,13,28,81,188,370,738,1338,1724,1681,1156,669,350,190,107,42,21,10,6,4
1,2,9,17,49,77,150,307,588,1042,1596,1767,1341,836,449,213,108,58,27,12,12
3,3,9,21,55,137,275,597,1100,1616,1679,1275,850,453,281,129,67,20,16,6,2
8,22,59,134,265,614,1028,1591,1724,1354,874,468,276,116,61,29,20,8,4,0,0
