"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21"
1,6,5,16,39,86,191,453,919,1359,1748,1497,1080,530,307,146,88,41,24,8,9
6,13,17,52,128,291,669,1191,1662,1719,1334,804,442,198,110,55,20,13,6,2,1
5,13,44,113,261,524,1000,1529,1815,1416,964,513,240,157,53,30,12,7,0,2,0
1,3,7,42,84,206,395,836,1483,1872,1652,1080,553,265,132,52,25,6,8,2,4
4,13,24,73,198,408,875,1453,1826,1567,1054,621,269,148,71,32,10,8,5,1,0
2,5,21,38,95,260,497,889,1556,1779,1456,988,549,299,140,73,32,17,8,11,2
1,8,16,38,65,144,252,507,1041,1446,1750,1457,910,539,261,127,72,25,14,7,6
4,3,12,31,74,164,345,712,1204,1677,1718,1269,735,371,154,86,44,23,9,1,1
1,8,7,24,49,109,256,551,1009,1523,1778,1470,984,527,251,103,47,19,9,8,7
2,7,9,26,40,88,244,474,948,1521,1712,1523,958,588,268,150,64,42,15,5,5
3,6,9,16,31,83,181,496,960,1543,1829,1545,1022,527,270,121,44,22,6,3,0
2,4,19,24,68,172,415,924,1519,1868,1511,983,559,286,111,60,35,16,13,6,2
3,3,13,12,29,82,230,400,826,1388,1763,1609,1121,603,342,165,73,38,19,4,3
1,3,4,9,22,52,168,330,669,1178,1668,1748,1275,744,417,212,73,37,16,9,4
3,5,14,40,73,187,424,803,1400,1809,1563,1033,600,322,162,78,38,17,12,5,2
1,5,14,23,51,94,181,485,994,1524,1779,1539,991,503,242,129,61,34,15,7,3
2,5,11,13,28,76,139,293,622,1146,1615,1758,1337,837,450,193,92,47,21,6,6
2,0,2,7,6,21,68,147,306,634,1205,1732,1709,1283,748,377,192,93,44,20,7
5,11,27,64,95,227,428,871,1401,1784,1558,1062,589,282,140,79,39,21,4,0,0
2,7,17,53,160,274,587,1052,1610,1782,1345,872,466,253,114,54,28,7,3,2,0
3,1,0,3,3,19,46,110,263,574,1005,1585,1756,1361,918,454,268,126,60,33,13
2,1,0,2,1,2,14,20,47,123,299,606,1148,1619,1791,1341,817,430,196,101,44
0,3,3,2,3,16,39,122,260,559,1031,1608,1752,1384,902,525,240,107,60,24,12
3,1,3,7,20,51,138,314,630,1172,1641,1755,1251,820,462,222,98,52,20,11,7
1,8,12,22,64,210,488,944,1618,1809,1589,965,545,233,132,48,21,12,2,2,0
1,0,1,2,5,16,32,74,146,300,617,1169,1614,1701,1283,841,407,212,98,62,28
1,5,6,32,74,161,327,739,1206,1730,1749,1249,734,386,183,92,39,11,6,4,4
2,8,17,38,96,245,519,959,1534,1837,1465,989,517,273,102,58,17,15,10,8,6
1,3,3,1,5,14,19,44,107,260,546,1023,1507,1755,1439,911,506,268,159,75,36
2,6,16,19,47,100,210,466,825,1413,1758,1553,1085,615,325,139,69,39,30,5,6
3,4,7,20,55,110,260,581,1021,1461,1692,1476,917,487,273,128,68,29,12,8,3
1,4,10,25,59,125,286,566,1101,1643,1787,1418,839,472,224,80,55,31,10,6,7
1,9,13,36,111,211,486,996,1437,1808,1488,978,510,256,117,71,35,13,4,1,0
1,2,2,9,18,38,82,159,380,785,1347,1772,1647,1187,709,316,160,58,30,22,7
2,10,19,48,101,214,518,971,1436,1669,1470,1018,618,319,140,92,36,18,10,6,2
4,8,12,33,57,141,312,628,1116,1569,1818,1355,770,429,217,87,39,21,8,1,1
3,2,2,2,3,8,27,38,138,334,654,1304,1745,1729,1295,717,387,192,97,37,14
3,14,22,49,119,240,492,950,1425,1728,1508,930,580,340,153,80,42,9,8,2,2
1,5,25,55,135,282,686,1260,1687,1739,1321,794,433,196,102,45,19,5,5,0,0
2,4,5,9,21,67,108,241,482,914,1540,1792,1558,980,509,247,103,77,37,21,14
3,5,7,6,15,37,65,151,304,610,1175,1704,1696,1287,814,428,231,114,48,29,8
2,7,22,49,113,271,542,1062,1518,1820,1396,885,475,271,141,60,26,11,5,2,0
5,4,10,21,49,102,184,460,919,1351,1683,1588,1098,616,321,171,82,60,29,11,10
1,3,8,11,18,70,150,281,528,1033,1443,1679,1405,963,478,272,137,70,45,21,3
1,4,6,15,61,112,309,661,1202,1693,1815,1360,766,370,196,70,32,10,3,6,6
4,5,12,28,70,200,399,788,1360,1883,1674,1122,647,305,140,62,34,15,3,3,3
2,7,8,5,11,38,63,165,356,698,1205,1693,1648,1191,751,420,177,81,42,17,12
1,3,9,12,36,41,123,273,596,1136,1632,1725,1332,832,413,229,113,46,30,12,12
5,8,20,36,64,181,420,848,1401,1790,1594,1085,625,304,141,59,32,10,4,4,0
1,5,6,15,61,119,240,545,950,1603,1799,1477,943,489,234,124,75,20,5,7,1
1,3,7,27,54,114,265,547,1025,1560,1838,1463,955,474,234,82,42,24,7,10,4
5,0,3,6,15,27,62,147,288,579,1039,1623,1676,1368,838,451,246,121,72,31,16
2,2,1,5,11,37,95,230,486,977,1581,1705,1428,979,593,294,116,51,28,9,2
1,3,5,11,41,95,230,510,910,1361,1689,1611,1018,618,336,169,64,22,14,6,2
1,3,11,43,64,152,318,672,1233,1655,1739,1316,752,408,164,82,45,21,15,8,9
3,7,17,34,113,279,557,1041,1534,1695,1417,867,520,254,141,77,40,17,8,5,2
1,11,28,59,169,300,601,991,1559,1759,1400,892,473,219,106,60,31,8,6,1,1
2,5,6,29,44,131,291,661,1110,1631,1698,1271,820,443,236,110,51,26,12,2,2
5,6,30,75,174,373,762,1176,1520,1610,1268,714,433,223,85,53,20,8,3,6,0
1,8,13,29,65,139,332,641,1157,1649,1707,1348,800,445,206,106,50,26,11,6,4
3,14,20,70,170,367,836,1309,1702,1619,1146,674,379,174,86,64,26,24,16,9,1
2,8,17,32,72,210,469,876,1396,1686,1569,1110,603,324,148,67,26,12,3,2,0
1,2,12,25,62,168,389,777,1318,1836,1632,1127,663,366,181,89,49,35,14,5,7
1,6,18,34,152,337,700,1175,1608,1749,1308,769,456,213,83,34,21,6,2,1,0
2,2,5,11,35,68,158,345,662,1198,1668,1650,1340,708,410,197,101,52,29,17,7
6,12,15,33,89,185,386,773,1372,1672,1578,1126,663,316,175,83,54,24,12,3,1
1,11,19,84,175,421,817,1431,1782,1689,1122,655,290,147,65,18,18,6,4,2,1
2,8,13,20,58,126,296,630,1082,1704,1745,1401,806,412,219,87,46,24,12,9,3
2,6,13,18,51,105,256,600,1025,1670,1756,1370,881,530,233,118,65,32,8,7,3
3,7,14,17,39,93,198,403,850,1440,1794,1645,1046,630,293,142,58,29,17,3,4
3,2,16,53,112,247,511,926,1444,1740,1463,963,557,317,126,67,33,7,4,4,3
2,4,8,20,49,100,248,558,1054,1594,1875,1437,843,479,221,109,53,21,11,5,3
4,7,12,15,39,74,201,417,938,1395,1701,1513,1040,567,334,169,81,46,21,15,6
2,5,8,19,27,58,178,369,767,1320,1768,1711,1158,669,334,166,91,42,13,8,5
1,2,14,22,32,78,164,373,753,1240,1688,1668,1177,643,383,187,84,36,21,5,1
3,15,15,42,68,161,415,815,1376,1810,1619,1115,643,303,140,79,28,7,4,3,1
1,8,16,28,70,144,351,653,1223,1642,1711,1271,738,373,205,76,41,22,17,5,6
2,9,24,33,107,215,401,777,1273,1636,1595,1073,658,366,220,105,42,25,14,3,6
4,7,18,62,155,369,737,1275,1764,1687,1185,703,387,174,92,34,14,10,3,1,1
4,7,20,50,101,206,495,933,1361,1682,1494,1057,566,316,176,59,41,8,11,6,1
3,6,32,83,209,436,837,1409,1635,1652,1043,639,373,175,78,43,28,8,6,2,0
11,17,49,106,183,428,869,1377,1662,1569,1052,625,312,190,72,39,18,8,4,1,0
2,1,2,2,2,10,16,45,90,173,338,727,1221,1686,1668,1261,717,344,189,94,46
1,6,11,24,53,126,279,592,1065,1628,1743,1451,855,470,227,89,48,25,11,9,4
3,1,4,4,3,5,13,35,77,186,417,761,1367,1748,1704,1093,680,316,161,64,31
4,1,2,6,5,5,11,28,65,172,350,709,1244,1626,1609,1239,750,419,199,93,50
2,1,12,25,35,95,186,489,979,1473,1754,1499,1009,561,267,128,74,31,16,10,2
1,8,13,19,53,128,263,530,993,1458,1741,1454,942,554,282,139,59,35,15,11,4
1,0,3,2,5,16,25,47,85,161,333,757,1194,1636,1602,1221,681,386,179,107,52
2,5,14,32,98,190,437,870,1448,1896,1634,996,554,276,144,55,29,17,7,1,1
6,9,18,55,106,301,586,1177,1761,1674,1363,799,447,215,99,49,24,10,5,4,2
2,5,6,20,27,77,180,403,780,1306,1726,1638,1118,650,363,182,96,45,28,16,12
1,3,1,16,47,87,211,467,896,1382,1732,1496,1117,645,342,165,63,40,16,7,2
1,3,8,15,56,109,283,555,978,1532,1716,1378,916,542,272,146,70,34,17,8,6
3,1,6,30,56,120,281,497,924,1445,1714,1540,973,566,291,138,71,28,14,4,2
1,2,8,29,78,138,296,593,1114,1532,1693,1383,858,473,201,113,60,29,13,7,2
1,4,5,5,12,28,75,175,316,708,1197,1680,1736,1223,777,362,206,98,52,18,8
2,3,7,26,75,153,306,694,1269,1794,1630,1216,715,394,171,71,45,29,11,2,4
2,6,13,38,115,229,557,1001,1608,1784,1485,898,519,249,103,53,25,10,6,4,0
1,1,5,15,26,80,215,466,881,1423,1742,1572,1060,589,324,133,59,33,10,9,2
3,6,18,36,117,242,560,1048,1595,1843,1513,920,487,240,119,46,18,15,2,2,2
2,2,2,16,33,29,100,240,497,920,1428,1794,1500,1012,573,295,144,83,43,12,5
3,8,23,60,141,253,592,1113,1707,1702,1411,825,435,231,104,40,17,8,11,4,2
2,0,2,4,14,42,102,177,436,812,1354,1786,1614,1161,692,327,162,61,33,24,6
1,2,3,6,18,27,91,198,409,829,1421,1793,1567,1107,591,378,165,75,29,17,11
2,5,5,4,20,55,131,274,615,1151,1677,1767,1354,772,435,214,119,49,19,8,9
1,3,3,4,12,32,84,190,349,830,1295,1746,1685,1166,665,357,196,89,31,19,8
4,1,5,7,9,17,56,147,336,678,1219,1706,1745,1283,769,377,192,61,42,20,9
4,17,49,96,239,542,929,1534,1756,1524,931,516,259,151,72,35,16,6,1,1,1
2,0,6,6,16,30,67,170,313,657,1243,1732,1601,1277,723,385,169,97,36,16,11
4,7,16,18,31,68,190,322,670,1243,1623,1681,1276,711,396,217,104,56,31,8,6
2,2,5,13,22,49,159,321,629,1140,1545,1677,1268,845,465,221,141,76,34,16,7
1,0,3,4,8,32,53,107,243,523,981,1526,1768,1431,975,525,280,155,45,30,18
2,3,13,31,63,143,339,683,1239,1620,1679,1320,764,405,174,89,49,29,15,3,0
3,9,31,77,187,378,763,1307,1673,1601,1222,698,354,205,108,46,12,6,4,0,2
5,14,24,56,152,317,630,1114,1543,1683,1388,846,440,223,93,54,43,30,9,3,4
1,1,1,2,1,0,3,1,1,7,6,25,56,125,302,570,1065,1586,1705,1384,891
2,2,10,10,44,77,174,410,753,1262,1673,1668,1252,722,397,152,80,43,9,10,1
4,6,13,31,68,144,280,635,1103,1607,1634,1336,813,451,253,137,50,22,9,1,0
2,0,6,7,18,21,48,149,325,737,1354,1756,1718,1276,715,374,203,83,41,25,9
1,7,19,60,107,235,542,1019,1510,1713,1505,995,499,268,139,66,24,21,2,2,0
4,2,2,7,20,37,90,211,499,985,1478,1767,1476,976,574,294,152,67,37,17,5
1,2,2,14,18,31,102,204,406,812,1330,1711,1646,1121,651,315,156,85,46,15,5
1,11,19,61,106,265,534,983,1502,1698,1470,975,527,279,118,52,27,18,12,2,0
3,5,11,36,57,162,355,663,1210,1648,1661,1221,801,429,232,136,75,31,18,2,5
3,6,7,13,13,44,111,240,515,1031,1522,1819,1489,882,517,268,116,59,27,21,12
2,5,15,17,56,116,223,488,890,1474,1825,1505,1009,566,276,135,67,36,13,4,2
8,15,29,84,192,376,789,1371,1766,1716,1085,591,308,160,70,37,24,8,7,6,7
1,1,5,4,18,41,111,236,591,1157,1604,1773,1350,932,513,250,105,58,32,11,8
2,3,3,13,19,59,112,273,622,1092,1637,1736,1442,806,439,221,109,55,27,11,2
6,2,11,28,54,131,307,714,1237,1717,1767,1230,725,361,202,93,32,25,14,16,5
0,1,6,12,27,64,128,291,572,949,1516,1689,1382,886,485,261,128,73,44,16,9
1,5,13,21,54,156,314,721,1321,1707,1737,1238,648,411,181,100,47,21,6,2,0
1,1,1,2,7,7,21,56,135,301,595,1125,1639,1837,1344,812,425,226,111,49,18
3,4,7,22,61,116,233,470,862,1402,1767,1483,1043,609,321,127,72,25,12,4,2
1,6,6,14,30,59,183,378,745,1365,1756,1630,1162,638,338,189,84,41,23,19,9
3,4,7,7,19,56,117,279,575,1106,1629,1793,1359,853,454,217,104,55,32,12,6
1,1,3,22,29,52,125,272,552,1018,1697,1747,1428,855,479,230,105,59,43,7,9
2,3,4,4,11,34,87,189,432,850,1394,1777,1610,1142,560,328,142,83,41,19,6
3,5,12,19,48,130,306,604,1037,1530,1723,1417,884,475,209,129,48,31,13,10,5
4,6,23,29,83,213,508,938,1527,1834,1511,1043,542,267,106,40,20,5,2,1,0
5,10,50,55,146,298,581,1023,1439,1623,1393,906,571,293,140,69,39,23,6,5,1
2,6,18,44,89,194,428,804,1343,1694,1540,1121,690,347,188,92,48,14,8,1,0
2,5,7,12,48,96,217,480,930,1419,1554,1538,1050,631,315,169,89,35,11,8,1
2,2,4,6,15,36,93,177,455,805,1391,1750,1615,1085,615,302,167,73,41,13,3
3,6,25,69,172,346,754,1275,1783,1717,1182,705,323,141,92,34,24,7,7,2,1
6,16,25,60,126,275,569,981,1451,1709,1465,905,502,289,136,76,36,18,4,4,0
2,9,15,35,78,179,431,846,1455,1801,1471,1046,626,320,158,99,35,18,12,3,2
2,1,6,8,32,66,204,411,862,1377,1849,1644,1107,596,315,143,66,41,24,7,2
1,1,1,3,14,26,69,195,398,777,1223,1662,1745,1175,715,393,203,104,41,12,4
2,7,24,66,147,300,623,1127,1643,1682,1372,814,479,227,99,51,25,8,2,0,0
1,3,2,10,20,35,110,272,534,1044,1634,1879,1404,871,474,229,119,53,27,2,3
2,6,12,23,100,225,483,900,1370,1728,1558,1055,601,295,150,70,28,15,10,13,5
1,3,12,13,55,120,302,638,1183,1679,1759,1347,783,428,182,97,57,32,12,5,3
5,9,9,13,49,121,244,513,1003,1494,1672,1436,961,567,304,124,66,36,15,6,3
2,6,15,34,78,176,387,766,1235,1683,1666,1231,727,366,180,73,41,15,6,3,3
2,14,28,67,134,270,553,1020,1573,1717,1479,819,497,247,116,67,31,15,8,4,0
4,2,0,2,2,5,15,39,131,327,663,1177,1626,1737,1335,770,406,190,109,58,29
2,8,18,42,113,271,564,1094,1508,1700,1401,858,507,241,133,61,22,13,12,3,1
1,11,22,52,101,253,535,1035,1541,1713,1456,948,503,247,120,63,32,12,1,2,0
4,8,19,50,159,381,769,1414,1770,1657,1166,670,349,177,72,37,18,9,4,3,0
2,0,1,8,9,16,40,92,265,543,1113,1734,1762,1412,861,432,220,82,40,23,10
2,6,18,44,106,222,542,964,1436,1728,1422,988,528,314,164,69,55,23,12,3,4
1,1,1,3,7,11,41,95,194,459,839,1339,1626,1694,1133,595,315,177,90,44,23
2,3,9,30,62,127,387,756,1324,1860,1676,1157,689,325,150,86,40,18,5,1,3
2,10,18,30,94,228,473,997,1505,1768,1546,1004,494,232,123,75,24,10,7,6,1
4,7,20,70,169,351,647,1120,1605,1747,1333,829,448,228,104,45,25,9,6,3,2
1,6,28,45,107,227,402,932,1472,1793,1588,970,613,295,136,65,34,23,9,7,2
2,1,4,14,23,48,92,241,549,1142,1646,1791,1365,860,446,223,105,58,32,15,4
0,2,9,37,74,171,340,717,1161,1611,1694,1260,751,415,195,88,43,13,12,2,6
6,25,61,167,356,686,1217,1686,1639,1256,783,377,213,119,38,21,8,5,3,0,0
7,12,26,63,122,293,583,1104,1645,1769,1344,872,452,198,98,42,15,12,13,0,2
2,3,10,8,30,77,167,353,693,1198,1751,1667,1242,642,378,185,86,39,22,10,4
4,8,19,37,132,316,634,1020,1512,1753,1383,899,461,251,143,57,14,15,8,3,5
1,0,2,7,17,50,123,256,555,1143,1701,1738,1440,825,430,230,116,44,18,9,3
3,12,38,81,153,361,655,1196,1597,1672,1263,817,446,232,109,40,23,5,3,1,1
3,8,22,53,101,246,523,900,1486,1824,1516,970,511,287,126,45,21,8,2,7,2
2,8,17,37,84,170,371,758,1284,1756,1673,1170,656,360,172,67,42,21,10,3,0
1,3,4,17,32,125,252,595,1087,1641,1734,1388,902,449,233,117,60,35,15,5,2
2,6,3,1,5,9,10,43,90,239,436,866,1399,1660,1541,1080,637,316,181,85,48
1,5,14,29,58,126,275,590,1022,1584,1658,1440,940,446,248,106,52,28,19,2,1
4,8,32,82,207,411,854,1414,1848,1609,1063,578,329,131,69,33,10,5,2,3,1
3,3,13,34,94,156,337,729,1254,1719,1730,1225,749,335,172,97,45,26,12,4,5
3,10,32,88,213,527,941,1521,1825,1562,972,554,272,131,57,27,10,3,0,0,1
4,3,3,7,38,56,159,349,668,1252,1682,1678,1216,770,405,210,83,42,29,8,5
1,1,6,9,21,48,125,311,737,1284,1849,1727,1273,612,346,178,82,33,24,6,2
1,6,20,37,79,176,487,914,1566,1840,1515,975,541,301,150,71,30,10,1,2,1
2,4,17,47,129,273,606,1086,1621,1830,1366,800,443,245,109,57,25,15,4,2,1
5,13,42,102,197,370,749,1334,1771,1659,1149,640,341,153,79,43,22,16,11,1,0
1,1,14,29,33,108,222,478,966,1465,1768,1528,1004,524,304,129,58,32,16,6,1
1,3,10,34,75,140,304,673,1142,1566,1691,1296,787,453,222,118,56,27,10,3,5
2,3,12,20,56,147,367,695,1337,1749,1728,1225,670,348,156,76,27,13,4,6,2
3,3,13,36,69,164,373,687,1201,1593,1617,1230,761,463,224,119,57,14,10,10,1
1,1,2,7,27,68,176,389,791,1326,1814,1740,1179,652,337,156,79,31,17,7,2
2,7,10,13,17,48,132,333,723,1228,1748,1606,1189,723,397,211,127,38,32,15,0
3,7,24,38,92,192,464,895,1448,1724,1494,1033,610,358,204,74,40,20,11,9,9
2,5,6,16,47,89,213,447,890,1407,1816,1552,1037,562,270,153,78,37,14,7,4
7,10,24,54,123,277,617,1166,1644,1749,1353,851,450,206,76,49,25,12,10,6,6
1,3,15,19,43,101,228,495,928,1516,1763,1500,1039,572,247,124,60,19,16,8,4
3,5,8,24,48,141,304,602,1123,1755,1899,1343,798,406,180,86,45,23,9,6,0
2,1,6,19,43,102,157,292,618,1087,1531,1676,1397,763,475,253,121,73,23,17,6
2,3,4,10,19,61,110,284,574,1025,1556,1738,1428,949,501,259,132,61,33,15,8
2,0,0,3,12,24,50,113,313,596,1132,1551,1743,1308,820,460,262,99,70,39,20
1,2,11,26,49,110,218,480,939,1427,1720,1525,923,573,315,191,61,32,20,7,1
3,2,7,10,18,35,93,215,467,827,1334,1670,1504,1090,621,310,169,99,50,34,14
1,7,12,14,33,110,257,548,978,1405,1740,1438,1013,571,277,155,73,34,26,4,7
3,2,8,10,23,61,129,296,592,1137,1660,1699,1321,840,482,215,107,53,27,21,6
1,4,10,32,70,181,421,819,1371,1685,1541,1118,685,318,160,74,40,35,13,11,5
3,2,2,9,10,33,54,125,267,537,1045,1536,1727,1443,828,499,249,127,58,34,16
2,3,7,7,19,58,107,242,463,1017,1540,1838,1505,958,532,232,125,56,20,10,8
3,10,19,47,90,201,391,823,1335,1667,1558,1167,657,345,176,82,36,15,8,6,4
2,7,26,62,145,291,679,1211,1752,1769,1351,744,429,173,78,41,24,9,1,2,0
2,9,15,48,119,287,651,1098,1579,1736,1320,819,487,213,118,44,23,9,5,1,0
3,8,10,28,64,144,344,772,1394,1817,1669,1161,659,330,153,70,37,18,13,7,2
1,4,4,15,46,97,222,451,924,1534,1806,1524,989,540,253,144,74,36,18,4,2
1,2,5,9,10,32,52,88,224,484,919,1449,1756,1545,1014,537,284,136,57,28,27
7,8,25,53,126,292,588,1070,1576,1701,1365,880,482,254,133,72,39,22,7,4,1
1,2,8,13,43,67,142,303,616,1141,1579,1664,1336,833,442,214,123,57,45,13,8
2,5,7,11,36,76,166,376,794,1360,1792,1626,1123,663,313,154,70,37,21,8,3
1,9,26,61,147,310,637,1123,1663,1783,1328,803,439,223,90,53,12,6,7,2,2
5,8,14,38,139,278,536,957,1456,1716,1443,930,549,295,139,62,32,18,5,1,1
2,3,6,14,38,66,199,363,732,1299,1671,1650,1204,680,336,185,83,36,16,6,2
2,0,2,2,2,5,6,8,18,41,85,211,471,892,1445,1757,1561,1045,547,311,145
3,2,8,19,64,137,370,766,1266,1791,1674,1134,695,392,183,88,53,27,13,10,4
1,3,15,30,63,157,314,651,1215,1581,1624,1330,778,408,211,89,41,23,15,10,2
2,2,1,11,37,77,180,404,836,1307,1689,1617,1115,648,337,166,86,39,14,9,2
3,16,34,102,257,538,956,1537,1805,1461,976,512,286,111,59,32,22,6,2,2,2
2,3,10,30,56,147,328,740,1334,1771,1733,1198,704,345,156,81,48,25,11,6,3
2,2,7,18,45,107,327,721,1326,1797,1672,1293,741,372,169,69,47,26,14,8,4
2,7,9,20,47,103,256,501,862,1493,1786,1517,951,535,277,146,83,30,23,10,6
2,2,8,13,38,71,192,456,924,1526,1798,1537,983,581,281,148,67,32,15,5,5
2,3,9,10,22,58,164,361,752,1228,1784,1654,1232,694,381,180,82,46,23,10,3
2,2,7,37,65,152,312,695,1214,1744,1693,1218,751,394,195,91,65,18,10,7,4
2,5,17,39,91,232,467,991,1439,1781,1569,948,559,262,151,61,27,17,12,9,0
2,4,15,43,107,276,615,1126,1614,1749,1391,818,428,210,107,56,27,19,4,1,1
2,8,38,119,219,468,926,1496,1835,1568,1015,507,258,120,65,27,15,11,2,2,1
4,15,42,89,173,420,728,1279,1645,1566,1137,729,416,184,105,35,24,18,7,5,3
6,2,1,0,13,14,26,63,129,263,567,1026,1530,1739,1412,910,472,235,116,48,18
1,4,16,42,86,266,569,1054,1587,1860,1483,882,478,225,126,49,33,10,7,3,1
3,4,3,14,31,53,153,314,608,1117,1586,1732,1398,856,428,224,100,60,26,8,11
5,6,35,91,171,373,716,1154,1686,1616,1234,669,369,238,105,53,30,17,7,5,3
1,3,6,8,10,42,146,331,684,1162,1670,1781,1323,703,363,177,93,55,22,8,5
2,1,2,5,17,28,73,141,299,628,1072,1507,1754,1385,850,446,225,100,43,18,10
4,11,14,26,32,86,209,408,771,1362,1688,1576,1144,688,359,189,84,45,28,9,3
1,3,9,20,52,129,247,569,1012,1540,1776,1479,906,463,219,98,54,25,11,6,2
2,7,12,28,70,194,370,817,1353,1624,1683,1123,609,336,176,79,30,9,17,5,1
4,4,8,21,38,80,175,380,765,1278,1710,1560,1261,687,333,201,84,46,24,5,2
1,1,3,7,17,20,69,160,345,619,1097,1511,1738,1292,824,433,225,78,36,25,15
8,37,73,177,366,742,1336,1798,1687,1170,687,343,133,68,14,13,5,0,0,1,0
2,2,4,11,32,83,157,412,766,1381,1712,1668,1149,721,326,166,89,36,22,8,6
3,4,8,23,33,90,231,476,1014,1522,1808,1477,960,547,245,121,51,33,5,9,2
1,3,8,23,54,125,258,555,1109,1550,1741,1399,842,501,245,155,66,30,16,8,4
2,2,10,25,74,188,368,711,1240,1701,1664,1218,743,364,184,98,39,18,9,5,1
2,4,12,20,49,101,215,472,910,1458,1844,1516,1027,569,295,142,81,31,15,11,0
1,2,1,1,4,10,39,94,183,438,885,1546,1770,1571,1068,553,286,127,55,28,11
4,19,39,77,197,452,865,1443,1755,1535,1050,637,335,174,76,31,20,6,3,4,2
2,8,26,33,80,150,438,771,1346,1788,1609,1107,609,343,169,77,39,26,11,5,1
1,4,14,26,71,165,326,615,1134,1655,1748,1239,810,397,201,101,33,28,11,7,3
1,5,11,23,49,101,219,433,842,1323,1789,1521,1053,638,322,156,67,34,11,10,9
3,7,39,88,136,345,689,1185,1654,1688,1286,750,370,199,84,31,19,4,6,2,0
2,6,3,18,33,84,184,340,682,1171,1665,1779,1262,743,408,197,107,47,28,5,5
4,21,57,154,311,597,1116,1619,1717,1289,815,437,226,121,57,39,13,4,7,3,1
4,18,29,68,133,262,542,1033,1508,1764,1519,903,507,251,116,64,17,13,4,0,0
3,11,21,29,92,187,478,915,1551,1892,1568,1021,553,260,131,67,20,7,3,2,1
1,1,10,28,49,114,239,512,986,1531,1691,1427,983,558,266,132,78,30,10,10,2
2,5,14,14,25,69,171,422,867,1476,1747,1521,1039,600,327,171,104,38,18,7,6
2,6,10,18,38,78,137,299,649,1156,1658,1587,1333,780,426,213,106,45,27,13,5
4,5,10,29,100,186,398,876,1357,1701,1570,1179,713,329,162,64,34,14,5,3,1
3,3,19,43,60,163,437,834,1382,1726,1624,1151,685,327,145,82,41,22,6,4,1
3,1,7,12,25,66,143,318,642,1190,1710,1692,1323,788,402,207,104,61,25,18,4
7,6,25,67,176,342,710,1297,1806,1710,1184,668,356,173,80,33,14,4,1,1,0
4,6,13,28,61,141,310,591,1126,1640,1706,1376,830,483,215,109,49,17,3,3,0
4,4,12,24,63,145,361,759,1375,1815,1691,1182,614,332,162,76,38,18,6,2,0
3,6,12,51,99,196,430,887,1448,1781,1491,1111,557,328,145,66,29,16,6,6,2
3,2,7,28,69,145,322,630,1274,1714,1745,1278,720,363,213,85,47,26,13,4,2
1,0,3,2,3,12,15,48,118,249,452,906,1412,1756,1577,1047,553,304,132,59,25
3,2,1,2,7,18,29,92,152,365,716,1298,1693,1667,1222,705,368,170,104,56,26
3,2,4,3,4,6,16,32,65,153,335,701,1191,1613,1677,1229,742,456,214,103,50
3,10,31,87,187,382,758,1278,1670,1613,1155,690,353,198,82,52,18,6,9,2,0
4,9,2,22,40,102,218,550,1008,1487,1693,1547,986,550,255,119,60,26,17,7,1
1,2,7,22,29,52,142,287,543,1057,1533,1763,1423,866,479,227,102,52,23,13,5
1,8,14,45,103,191,432,853,1426,1706,1554,1048,626,301,201,87,41,18,7,5,3
2,4,4,21,50,106,217,441,957,1479,1725,1440,1042,587,303,162,69,26,16,6,4
1,3,16,42,61,176,381,800,1383,1686,1595,1143,635,365,161,79,45,15,8,6,0
2,2,3,0,5,17,29,75,197,432,849,1407,1737,1670,1093,567,308,152,88,30,11
1,13,28,56,140,275,522,1020,1612,1775,1400,918,439,247,111,59,28,13,8,6,3
1,2,4,6,20,53,143,323,693,1229,1677,1783,1324,731,351,194,82,42,23,8,6
2,5,16,55,120,289,666,1181,1633,1730,1255,797,431,213,103,59,24,22,13,12,6
1,7,16,28,56,78,217,443,814,1366,1705,1598,1101,672,314,178,86,46,16,10,1
2,3,14,29,71,165,303,560,1078,1583,1687,1359,859,473,215,115,56,37,14,5,2
3,6,25,38,118,258,530,1059,1491,1700,1439,946,516,286,132,66,42,13,10,4,3
2,0,1,5,7,37,76,185,394,798,1379,1827,1628,1067,599,301,160,73,45,26,8
1,1,5,5,6,19,61,122,209,463,905,1444,1784,1607,1026,574,252,117,67,40,14
2,15,28,33,110,233,601,1107,1588,1714,1402,862,468,246,113,71,33,14,2,2,2
2,0,4,7,18,34,84,182,448,943,1516,1917,1647,969,535,255,124,56,27,13,6
2,3,8,32,101,248,577,1045,1616,1779,1410,1019,470,241,99,56,23,10,7,1,1
3,3,16,20,40,76,139,298,615,1091,1589,1666,1294,827,410,228,120,64,37,15,6
2,1,5,4,12,20,58,93,176,453,955,1475,1760,1534,975,580,285,146,67,45,27
2,4,11,38,61,131,295,652,1196,1690,1657,1343,838,421,207,97,47,27,7,3,1
2,6,11,20,58,131,288,586,1024,1590,1755,1348,891,455,226,112,53,23,14,6,4
3,19,35,88,202,421,842,1496,1747,1547,1155,598,289,150,73,26,22,9,2,0,0
1,1,10,11,29,78,115,306,611,1024,1548,1687,1345,872,504,261,128,68,29,10,2
2,2,5,15,40,94,246,556,998,1587,1851,1455,903,498,234,109,57,22,16,3,4
