"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21"
4,3,4,3,13,6,4,4,9,17,29,40,78,125,240,359,616,810,965,899,766
3,4,11,11,14,36,55,72,128,238,343,470,645,760,798,783,708,544,356,212,143
3,11,14,14,33,59,109,159,222,287,452,586,732,836,807,701,577,391,281,185,117
8,19,38,52,115,159,233,354,509,682,824,850,828,616,510,348,237,134,82,45,37
1,11,9,16,29,58,54,100,137,182,281,397,607,769,877,758,628,491,373,271,177
2,1,4,10,29,54,111,194,282,421,630,746,756,821,651,546,430,329,250,147,82
2,4,3,5,6,7,5,9,12,25,47,85,94,149,254,444,590,699,783,896,731
2,8,5,17,43,45,55,98,158,282,413,653,816,867,857,735,518,381,264,206,112
3,3,6,18,24,27,29,33,60,116,215,316,414,569,662,688,785,674,587,417,360
5,14,34,40,73,129,207,279,414,561,682,807,799,807,706,498,339,207,135,96,42
6,4,6,10,17,34,42,67,135,207,362,433,556,686,748,761,676,522,403,266,184
3,5,8,10,19,41,55,110,180,298,443,546,771,787,893,723,619,480,306,212,132
3,6,2,8,5,10,16,28,38,53,77,107,122,194,288,426,531,659,761,714,700
2,6,6,12,29,25,45,61,125,201,370,465,632,810,858,842,695,560,411,306,187
2,7,12,13,22,34,47,57,107,123,188,257,387,481,631,718,742,670,577,463,377
3,12,23,32,55,70,105,216,322,445,672,734,873,783,603,510,393,268,174,144,95
2,4,8,7,17,31,59,67,143,217,329,476,635,725,895,777,675,559,356,245,189
4,5,8,19,30,62,117,192,289,489,628,781,920,819,726,613,349,260,161,83,73
4,13,18,33,61,69,120,183,270,309,407,564,733,776,741,688,504,379,276,184,131
1,2,5,2,15,11,19,28,36,59,78,154,247,369,520,713,835,800,686,651,493
6,6,13,24,51,61,82,154,257,394,527,728,811,831,709,522,446,287,235,186,87
4,9,7,11,14,27,50,94,133,188,315,421,597,722,817,876,803,651,503,345,201
2,6,6,9,3,1,4,15,29,47,74,161,332,523,731,918,985,826,656,483,328
3,6,6,15,34,63,107,162,232,351,464,590,786,776,744,691,568,436,263,170,88
5,2,1,8,13,33,59,95,165,251,351,524,661,764,800,696,672,485,384,254,160
4,2,2,3,5,3,3,4,20,33,33,60,81,165,238,324,382,546,632,754,708
5,12,28,43,82,167,246,439,675,749,896,863,712,556,447,335,200,126,95,41,46
2,15,27,44,81,142,240,312,432,615,729,864,781,690,552,320,255,187,138,86,47
6,8,22,39,70,103,162,278,389,626,810,893,908,748,620,384,283,189,128,71,49
3,9,11,23,32,31,60,77,108,185,298,404,499,670,834,928,779,658,428,261,200
4,7,9,12,29,44,59,84,139,238,355,458,628,789,796,826,655,541,355,231,158
5,3,5,16,44,68,118,185,296,390,658,862,875,857,758,568,415,283,149,95,71
5,1,3,8,17,14,31,46,73,137,184,333,502,682,781,819,790,690,524,388,292
4,5,11,20,44,74,145,251,430,633,792,973,936,739,590,399,275,183,125,95,49
3,10,3,6,7,16,20,27,49,43,110,121,229,284,375,576,754,796,795,718,584
3,4,3,2,6,3,4,8,8,20,24,43,50,76,124,201,286,459,580,712,819
3,5,2,6,14,22,31,54,92,155,254,385,509,708,826,906,823,577,430,278,205
6,5,11,25,41,67,156,252,368,509,716,834,805,748,619,502,328,199,170,140,70
2,3,7,32,49,70,120,236,267,446,608,779,851,812,670,510,352,237,174,124,82
3,14,30,51,93,188,306,451,565,706,765,866,734,586,447,286,198,133,100,50,29
2,1,7,5,8,11,8,12,16,24,32,43,80,112,194,291,400,537,762,812,750
2,3,11,24,44,47,91,173,280,437,567,726,780,814,773,604,426,261,182,165,109
6,6,15,34,67,88,165,243,410,551,662,777,847,769,644,444,318,198,138,109,41
5,8,7,3,5,18,39,47,67,139,228,372,487,719,934,900,795,639,468,376,252
3,8,17,28,46,59,103,215,291,401,541,721,894,876,790,604,395,287,204,99,64
5,14,17,25,36,65,96,188,323,513,668,790,905,914,717,561,373,239,201,109,82
7,16,23,60,94,143,198,377,521,692,927,964,881,668,506,331,198,133,85,42,25
2,1,1,7,6,7,10,17,19,15,30,66,126,155,260,472,726,927,936,841,647
3,2,10,18,35,40,69,129,154,261,367,484,599,746,758,653,528,455,289,211,171
3,6,2,6,19,34,23,37,54,95,162,237,329,485,642,752,797,741,621,550,362
1,0,1,3,3,6,11,7,7,10,12,21,42,60,87,119,203,302,446,555,860
2,6,1,5,5,11,23,58,81,160,218,335,508,743,777,867,772,665,460,374,265
3,6,11,15,13,28,48,90,136,189,299,464,664,793,838,848,719,581,378,317,181
2,1,4,3,4,2,4,5,11,27,65,103,189,325,453,541,661,719,692,611,541
5,5,6,10,20,26,25,34,34,98,133,239,376,484,628,695,831,754,656,545,426
2,7,16,21,35,37,90,121,217,297,477,695,800,811,795,687,551,389,270,194,135
2,8,9,17,22,65,108,194,343,460,674,758,859,778,748,553,373,262,196,137,85
2,7,27,30,44,76,82,159,224,351,526,671,844,810,777,606,451,357,252,165,96
7,5,15,12,19,35,56,99,151,236,338,492,637,741,848,843,745,555,371,307,189
4,7,22,41,72,87,143,209,359,506,617,871,872,771,643,455,332,195,145,86,44
6,7,12,14,14,27,48,93,111,205,311,480,607,807,935,870,704,565,382,201,165
2,10,19,26,60,113,177,215,369,540,736,857,801,747,637,503,368,244,158,101,62
3,5,11,19,18,26,54,115,184,320,522,744,901,921,818,640,490,384,220,176,116
1,5,8,19,18,28,42,59,82,170,268,443,600,680,781,776,632,565,446,305,207
1,2,3,8,18,29,57,113,187,287,373,509,763,803,885,737,627,415,339,194,109
6,4,3,3,6,15,28,60,93,127,191,338,472,675,827,855,794,638,459,274,197
2,1,3,8,14,18,18,37,100,169,240,332,426,697,846,819,749,578,416,295,237
3,8,16,24,35,46,80,157,217,369,406,587,702,805,671,742,552,389,288,192,138
3,2,14,27,59,93,140,246,387,581,726,911,848,796,650,467,384,256,148,82,69
2,1,1,9,18,19,45,54,69,95,123,150,282,350,531,654,734,780,701,550,406
3,21,18,24,58,97,177,282,397,620,723,866,935,805,654,480,293,217,122,77,46
1,5,6,16,29,67,90,159,233,361,426,630,726,825,836,705,594,428,310,192,131
4,15,18,53,88,167,245,377,592,882,1011,964,879,633,430,259,180,87,56,29,14
3,5,6,7,11,7,7,9,5,22,20,30,50,55,77,149,234,355,474,655,724
6,6,1,5,4,8,5,1,5,6,8,18,20,16,30,50,99,129,173,259,400
3,4,3,13,23,38,58,84,164,221,353,510,616,772,743,693,652,490,432,285,213
2,5,3,6,26,28,46,58,78,104,194,252,379,533,712,891,943,794,605,359,223
3,6,3,14,20,33,60,105,195,340,462,626,704,798,838,742,542,414,324,185,114
7,11,22,26,46,61,77,155,222,360,544,760,975,949,874,636,446,300,201,125,90
1,1,0,1,1,2,10,21,42,63,81,120,187,337,468,669,766,794,830,625,514
2,2,3,0,3,1,0,2,5,22,27,40,55,99,139,192,295,449,560,701,797
2,3,6,12,30,51,90,134,209,348,503,664,872,869,762,644,501,368,203,186,120
6,9,21,45,82,96,160,266,421,579,740,856,751,757,626,462,280,200,137,95,59
1,7,18,23,42,94,150,229,386,512,661,752,831,830,712,523,354,257,162,103,60
1,8,20,59,94,167,233,368,526,621,826,815,745,600,471,332,235,142,115,76,48
3,6,8,12,17,21,59,76,63,118,195,265,445,597,758,768,738,625,505,407,261
2,12,24,33,56,97,173,234,335,475,625,789,818,744,672,472,353,248,160,96,58
8,9,19,31,48,113,163,327,472,687,860,913,901,771,542,394,250,162,101,54,36
3,4,5,8,17,18,66,83,130,171,231,336,463,524,628,648,686,624,539,409,286
2,3,6,7,6,19,28,54,103,217,352,487,678,831,900,802,653,498,353,245,187
3,1,1,3,5,11,7,17,52,79,116,210,348,512,695,844,965,894,715,534,406
2,5,3,7,6,11,32,59,93,164,244,410,508,713,758,747,769,601,495,344,234
3,4,3,7,5,17,34,24,62,83,138,229,385,485,710,892,940,819,707,481,366
2,6,14,29,35,53,74,138,250,377,529,702,746,727,671,659,525,409,261,196,122
3,2,8,14,32,65,90,155,222,360,495,703,846,817,787,662,482,411,246,169,109
6,4,9,13,26,51,94,119,205,306,441,566,760,824,737,617,544,397,278,182,119
2,1,1,8,10,8,42,58,73,141,194,309,464,615,721,797,814,703,547,388,300
3,2,10,7,12,17,39,74,114,176,232,295,442,621,817,895,874,769,574,419,247
2,10,30,54,80,117,192,229,389,528,705,742,790,735,590,436,326,246,162,89,69
8,9,7,24,40,61,121,192,284,416,589,667,794,847,727,608,408,270,204,148,86
1,1,2,9,9,11,28,43,90,123,196,308,401,548,595,797,728,720,627,429,334
3,9,16,12,28,25,39,61,81,129,176,249,309,492,582,828,794,704,623,451,271
2,6,4,4,6,16,16,28,43,76,128,200,284,345,461,555,690,845,813,690,509
3,9,17,31,35,71,105,126,200,305,460,552,653,785,931,766,623,513,354,245,139
2,6,7,8,19,31,61,125,180,286,363,526,699,679,729,732,614,464,340,259,173
2,3,3,4,10,17,34,60,91,137,181,317,491,682,845,791,836,710,514,371,245
4,5,10,16,26,70,126,166,267,445,584,688,812,878,794,616,489,357,186,121,83
4,5,12,6,16,40,59,94,157,215,332,487,584,742,750,687,593,531,329,245,158
3,1,7,13,25,31,58,70,142,212,341,462,566,701,739,730,711,574,434,339,212
5,8,24,44,67,111,155,259,322,461,638,766,783,822,679,508,383,249,167,115,72
2,1,2,1,5,3,13,17,22,38,50,76,119,138,221,296,431,601,797,843,775
3,5,9,24,28,39,58,65,133,164,265,401,630,766,804,770,708,538,418,295,185
1,2,5,11,14,34,53,90,179,279,397,585,783,956,938,848,578,396,252,165,139
5,4,9,28,38,73,101,184,262,416,608,787,919,876,770,649,395,292,173,110,66
2,1,2,8,21,28,64,97,208,336,502,640,802,848,836,720,506,381,279,198,127
7,9,14,35,61,115,200,310,446,646,714,842,867,760,580,442,310,214,151,99,73
3,1,1,1,3,8,14,23,33,62,77,132,241,363,487,585,698,814,819,704,496
3,10,30,46,90,157,190,263,460,627,749,920,774,797,571,413,247,201,125,65,41
3,4,4,11,35,52,82,105,154,231,324,476,618,765,854,789,684,517,350,224,173
8,7,17,44,49,118,182,273,440,665,799,878,815,646,561,387,304,155,95,69,33
4,7,11,12,18,17,21,21,24,42,58,113,179,229,336,526,606,706,762,715,612
4,4,4,10,18,26,36,73,142,232,400,597,778,811,820,783,654,503,364,235,152
5,3,12,16,34,48,68,89,109,156,273,335,469,655,769,732,783,627,474,382,236
1,4,10,10,16,9,24,44,40,98,171,278,336,583,756,811,806,719,637,492,322
3,3,8,18,21,28,52,62,95,157,282,418,538,683,769,772,745,624,450,350,221
1,2,2,6,7,13,16,34,62,104,187,299,456,630,850,1003,869,708,566,417,255
3,1,7,6,3,10,14,26,39,51,61,120,173,296,433,530,740,772,763,695,573
5,3,4,2,6,9,22,30,62,80,151,258,406,530,679,773,789,848,688,537,334
5,17,34,72,107,224,333,507,613,863,983,891,706,537,345,222,145,86,71,49,17
4,4,12,32,60,70,160,238,402,518,700,824,939,754,619,524,370,234,156,78,50
1,0,2,6,8,16,24,33,43,86,101,152,230,339,508,655,744,839,716,606,431
3,4,1,2,3,0,2,2,2,9,22,34,48,54,102,183,256,344,501,663,743
3,5,6,5,8,8,24,35,38,57,63,117,148,256,411,515,630,773,778,715,580
1,3,2,2,4,6,11,23,45,67,112,148,284,383,554,713,813,785,771,590,508
2,3,14,32,45,75,134,218,366,538,755,860,955,904,694,526,339,207,128,78,51
2,1,8,4,7,28,44,80,125,171,314,373,596,803,806,856,782,641,448,305,177
4,16,33,57,106,178,336,488,680,788,826,782,665,536,405,282,177,129,87,60,43
1,0,1,4,8,15,11,25,30,31,47,78,91,162,266,398,547,668,771,761,699
1,4,10,16,34,35,41,74,139,198,304,432,643,766,903,779,654,522,425,302,166
6,20,25,28,44,53,89,129,216,274,498,685,828,962,949,680,475,367,257,166,110
1,2,7,18,22,43,57,117,182,295,383,556,680,783,733,787,587,464,311,212,166
7,6,13,23,33,38,63,76,149,224,362,459,559,769,761,715,674,489,383,305,171
4,7,9,26,48,99,140,237,347,524,750,821,933,841,671,485,318,214,121,69,34
5,7,22,18,18,35,45,92,120,210,323,413,617,797,909,914,715,575,396,235,158
1,2,9,5,13,19,36,43,81,89,148,248,343,478,633,768,810,730,609,474,350
3,6,5,7,11,13,19,42,47,88,148,242,343,495,591,756,745,787,590,485,327
4,7,17,29,29,38,70,137,202,314,429,555,804,844,893,733,576,374,227,185,110
1,0,1,5,11,18,37,65,116,197,296,418,544,743,835,852,735,576,427,260,213
3,17,26,36,44,77,163,239,345,448,613,745,759,773,667,587,391,267,197,112,72
3,13,25,29,33,81,110,179,277,438,568,677,828,787,724,622,482,308,217,141,92
5,9,15,19,27,44,84,143,222,315,450,624,779,806,774,665,483,374,249,158,104
2,3,2,1,1,4,10,23,31,62,90,162,254,391,568,717,788,822,820,661,489
2,5,8,11,14,16,34,43,69,118,174,242,351,513,577,681,699,760,631,517,384
4,4,7,15,13,29,58,94,162,233,356,534,676,791,884,817,670,494,362,191,139
4,8,11,17,22,24,37,90,160,273,406,594,742,788,860,819,637,463,339,201,131
2,5,8,18,16,24,32,59,108,153,283,368,464,709,901,869,672,621,436,308,224
2,0,6,6,5,20,31,43,80,153,213,302,426,560,704,817,871,746,630,450,287
1,4,6,12,16,22,41,93,180,245,415,536,621,797,842,757,645,454,329,209,140
3,0,2,5,5,7,9,13,17,7,20,29,27,86,123,219,267,351,507,672,778
1,3,19,27,52,66,95,165,229,322,410,556,638,760,767,712,557,440,312,215,126
3,3,9,14,20,17,35,64,102,169,224,304,414,499,637,701,697,637,544,432,327
5,10,12,15,29,39,83,120,215,241,381,495,664,841,757,763,566,396,322,209,134
3,5,18,23,26,47,92,151,267,403,647,765,862,909,755,577,394,292,182,138,92
1,1,3,7,22,50,102,160,303,467,633,743,849,877,762,601,423,316,200,139,69
3,2,1,2,7,8,4,16,27,43,86,145,216,312,501,724,938,855,822,649,542
2,9,7,7,21,19,18,12,13,25,65,86,114,215,279,396,545,709,849,795,695
7,5,17,13,18,41,70,120,207,306,419,587,833,907,856,769,594,403,283,193,145
3,3,3,2,5,5,9,10,12,9,10,14,10,17,18,61,90,114,163,289,400
6,5,10,16,22,36,66,119,181,321,515,606,728,835,827,700,548,415,301,213,102
2,5,10,10,28,50,75,126,182,234,336,478,646,782,884,851,662,518,386,279,196
2,1,8,3,12,14,12,16,25,41,78,108,186,296,474,689,884,905,896,693,475
5,12,8,25,50,86,139,224,334,402,629,768,877,845,757,534,410,287,187,145,83
4,3,4,5,3,1,5,6,6,23,8,12,13,23,28,40,77,116,175,285,435
6,2,10,8,4,6,15,20,36,55,80,157,202,345,474,585,729,773,676,641,537
2,1,4,1,2,5,8,8,16,25,49,99,212,317,443,580,753,853,828,707,584
5,6,4,4,3,14,26,39,61,85,111,209,266,469,655,843,806,853,719,524,365
3,6,20,50,54,96,198,256,322,453,572,696,779,765,675,540,412,276,150,104,71
2,2,13,13,18,31,74,97,100,164,231,391,618,785,861,859,799,584,442,300,207
5,5,6,5,5,13,15,16,39,47,74,93,126,186,290,403,624,720,824,854,769
4,3,7,7,5,12,21,33,54,67,111,195,332,523,752,935,972,785,677,496,285
2,5,12,14,14,29,39,67,101,192,317,456,599,745,816,745,711,542,440,311,226
5,3,4,10,9,9,18,27,51,67,122,185,248,380,504,624,742,826,754,669,521
4,5,9,6,5,1,12,22,50,68,114,186,308,444,649,775,771,795,684,529,361
6,6,12,20,31,42,79,113,151,219,307,493,579,745,850,776,645,499,390,228,167
3,0,2,4,8,20,19,50,71,103,189,298,463,603,761,815,793,670,551,432,296
3,6,11,17,33,31,55,96,157,233,343,556,743,880,890,780,574,440,304,246,170
5,9,28,43,71,140,252,341,536,796,934,903,830,649,443,309,231,135,85,51,27
2,2,4,9,17,24,26,59,96,134,214,348,468,744,877,842,722,611,519,344,231
1,3,7,16,24,45,80,84,140,200,303,476,610,788,843,872,789,569,397,263,197
5,11,20,15,36,59,100,139,194,382,529,709,825,820,793,676,538,379,219,140,100
3,3,3,4,4,4,8,10,17,35,58,85,141,208,330,402,510,625,683,687,687
4,5,12,10,17,19,33,73,99,115,156,245,392,532,652,769,879,707,603,444,331
3,2,6,15,20,23,43,67,70,112,182,265,397,547,742,765,801,749,650,482,309
3,2,5,12,19,41,48,100,131,229,393,561,776,854,1005,917,638,453,318,211,138
2,3,5,4,8,14,41,41,60,154,237,293,381,579,717,751,772,670,596,415,375
4,10,4,3,13,26,39,60,98,172,277,430,625,830,985,936,781,528,422,219,146
2,3,1,2,1,2,6,18,33,55,87,109,176,205,391,499,642,775,824,724,622
4,5,15,30,35,38,66,152,229,341,487,608,782,752,726,599,542,370,239,196,126
4,8,6,12,18,55,61,74,123,228,348,509,686,796,783,720,586,524,362,284,174
5,3,4,17,38,71,125,261,373,546,707,825,850,763,635,483,367,240,178,122,73
2,3,8,13,27,60,121,203,319,440,621,750,834,784,673,543,392,271,163,149,77
3,2,5,12,4,13,22,44,84,162,240,386,514,622,733,761,831,642,513,363,256
6,3,8,8,6,19,42,66,182,261,415,600,703,833,901,778,683,526,342,228,159
6,10,20,23,33,111,141,202,289,492,691,805,890,884,649,571,395,246,173,93,55
1,6,11,20,20,38,53,124,186,258,377,586,684,938,925,773,613,478,318,195,103
2,6,6,12,15,32,74,132,162,257,418,496,616,775,798,751,676,476,335,258,164
5,11,9,19,27,49,96,166,246,368,525,660,844,860,835,606,453,301,198,115,68
2,3,11,17,19,28,45,72,160,220,374,565,716,844,811,736,624,497,352,223,167
5,5,7,4,6,7,10,15,14,27,28,47,76,103,152,229,338,514,684,822,842
2,3,3,6,19,52,78,140,252,368,596,801,968,938,799,625,468,275,212,113,78
3,3,7,13,39,61,94,172,252,407,522,720,812,914,827,678,507,303,197,112,79
2,2,4,7,8,6,14,17,27,48,77,124,215,334,502,549,678,783,782,666,510
3,4,8,9,8,7,19,38,34,53,88,141,254,369,594,749,768,832,763,593,463
2,1,2,10,13,28,64,117,140,219,355,465,658,763,782,791,679,523,386,258,196
3,2,8,16,18,30,48,89,162,281,375,508,721,815,756,733,613,466,322,224,151
4,3,9,16,8,16,19,24,47,67,116,166,292,445,569,733,775,733,701,542,391
7,5,10,3,5,14,34,41,62,119,207,313,490,724,875,975,884,738,518,333,221
2,2,7,17,36,51,95,130,223,336,481,635,781,836,809,741,555,392,252,162,120
1,4,1,7,30,44,71,82,144,251,364,523,750,881,908,903,619,487,401,260,157
4,7,14,25,34,87,193,284,478,620,861,1001,947,837,538,369,232,138,111,66,33
5,9,6,14,26,56,96,158,275,450,622,794,941,956,773,617,377,305,172,97,47
4,6,10,10,13,37,62,85,143,183,266,389,498,577,640,733,721,602,506,350,257
4,20,50,58,106,211,325,485,699,824,982,900,706,474,324,196,136,80,52,31,29
4,10,12,22,23,33,48,67,102,195,284,456,617,712,884,839,746,549,431,284,190
4,3,2,7,4,4,9,18,28,56,62,140,289,454,615,772,963,985,796,582,412
1,1,4,8,3,4,14,20,73,108,182,257,415,517,694,795,862,810,701,576,364
5,9,19,28,21,34,41,50,93,178,312,440,581,725,882,829,723,543,421,326,198
2,11,25,38,60,86,149,247,308,463,580,777,799,760,615,483,340,231,139,92,72
3,5,12,19,17,28,47,87,152,210,307,481,620,813,936,890,730,491,332,188,140
4,9,8,18,32,37,62,111,183,293,467,670,903,956,912,777,580,331,231,148,102
4,8,15,20,20,51,118,199,271,282,447,585,671,749,766,636,492,406,294,208,131
3,3,8,19,32,43,64,110,179,243,397,627,788,895,873,819,562,394,280,201,114
3,7,7,11,17,22,34,64,130,191,302,467,629,826,956,854,742,548,338,270,166
5,13,18,28,47,50,90,125,185,282,433,544,648,694,783,738,658,479,354,224,149
3,2,6,15,27,52,93,145,242,332,495,691,865,872,851,758,546,344,224,145,86
2,1,2,2,10,11,27,29,51,81,129,208,353,531,681,705,865,816,728,588,403
4,12,19,20,22,48,57,68,90,137,211,338,527,635,725,694,712,641,526,372,291
3,8,7,7,10,31,61,82,153,227,269,389,499,549,599,698,728,628,479,334,254
1,2,2,1,6,9,23,22,28,42,59,77,102,179,328,419,595,783,855,776,605
6,20,39,81,124,240,370,523,652,797,857,859,675,543,399,254,166,102,51,23,18
3,5,12,17,23,48,74,122,200,341,463,572,770,841,787,694,539,432,273,171,106
3,3,8,12,22,24,24,34,71,132,239,372,533,763,907,980,812,705,441,294,175
3,2,2,0,3,2,6,5,11,24,46,84,129,181,286,366,632,746,854,820,793
2,2,2,6,13,8,13,26,52,64,86,141,230,371,499,670,758,732,790,679,510
5,1,7,9,20,29,46,97,163,256,354,473,604,748,769,763,646,492,379,291,172
1,1,5,5,12,29,45,70,136,189,281,436,603,818,875,877,724,590,379,265,171
4,5,14,24,48,91,140,248,367,620,860,912,857,780,648,427,286,177,101,83,46
3,7,5,6,29,40,89,121,234,374,488,673,777,855,754,655,569,399,242,206,123
3,5,10,17,23,34,35,50,56,71,118,198,270,369,531,726,794,809,828,593,405
6,6,12,46,64,117,160,287,440,575,708,814,793,762,654,481,387,252,161,101,63
4,11,22,24,31,33,59,69,134,257,316,463,637,779,881,748,620,475,373,293,156
2,5,11,20,42,86,160,223,322,458,586,766,823,793,726,551,401,292,203,144,86
10,13,38,54,90,117,198,329,433,659,748,835,842,672,620,365,241,175,121,88,55
5,5,24,46,80,133,219,349,470,702,812,851,836,817,569,359,253,118,72,51,24
1,0,3,6,14,22,27,54,107,159,286,399,521,684,763,770,726,608,505,340,245
5,2,5,9,18,33,28,66,116,201,326,436,671,769,788,769,735,574,379,322,192
4,3,3,6,5,16,16,32,28,54,89,138,204,307,432,629,785,756,770,686,587
2,4,8,15,51,74,111,168,248,366,562,704,793,916,746,593,443,304,204,140,80
3,5,15,25,38,68,151,198,339,431,503,608,772,807,713,580,490,364,243,154,106
1,5,6,13,23,27,54,95,175,266,426,607,744,788,778,749,574,400,300,198,141
3,1,4,11,26,48,74,91,129,200,293,343,450,650,777,763,716,562,430,292,220
8,9,22,19,36,40,102,162,305,462,602,785,869,848,716,574,437,286,185,137,84
5,7,5,12,29,51,87,101,151,229,385,535,722,893,892,794,613,462,291,177,119
4,8,15,26,33,95,160,254,405,580,782,874,886,771,626,478,318,192,122,69,55
1,3,4,10,8,19,24,32,68,131,234,344,459,605,694,763,719,637,441,409,296
2,1,3,6,16,18,28,53,89,118,256,357,513,699,889,833,698,607,401,290,229
3,18,25,39,87,132,172,255,409,605,822,861,853,742,601,424,273,195,122,79,46
4,10,30,43,96,164,241,391,499,620,700,804,844,703,540,403,267,166,114,81,59
2,7,11,21,46,76,96,148,216,337,463,599,683,707,756,676,517,415,268,209,143
3,7,2,5,16,27,54,58,123,162,248,354,482,604,665,670,755,760,587,437,302
3,3,5,6,6,13,34,45,73,113,169,201,277,379,511,651,792,776,692,555,433
10,6,9,6,27,36,49,75,100,175,276,358,498,628,679,742,788,653,542,400,285
1,1,3,14,18,23,41,70,138,215,300,384,457,602,686,840,712,607,486,330,292
4,3,10,9,16,18,24,38,71,121,180,321,438,561,736,814,819,677,584,438,317
3,1,2,2,6,13,16,37,63,116,202,334,455,629,757,907,866,703,499,361,242
3,4,4,12,11,35,54,91,173,259,377,456,638,744,833,792,707,538,394,264,208
7,15,28,50,73,123,215,389,515,658,784,857,759,690,577,394,226,121,104,62,54
1,1,5,0,5,7,4,4,11,14,18,34,49,69,123,215,332,470,568,696,759
3,4,7,17,21,46,82,109,193,252,421,580,657,831,843,701,596,466,341,246,124
3,9,10,8,9,28,53,92,143,194,310,488,641,796,876,842,668,536,346,226,172
5,5,12,17,17,36,47,88,119,183,271,438,559,657,698,774,768,628,435,299,220
4,10,26,48,67,120,176,229,388,602,709,835,875,733,525,445,295,225,149,84,55
3,3,2,10,7,4,16,29,60,59,88,139,176,304,415,566,643,840,797,783,588
2,7,25,49,63,125,177,291,395,509,584,698,763,760,610,438,303,259,203,131,62
4,9,22,46,70,148,272,411,638,795,969,923,848,676,475,283,150,101,63,45,31
3,2,7,9,12,15,27,47,90,163,281,431,617,760,843,874,754,595,501,283,197
4,12,10,26,62,110,148,242,331,547,651,848,863,742,697,471,343,255,168,113,74
1,3,16,19,26,40,73,108,207,322,519,703,830,906,800,675,477,316,243,151,98
1,2,0,5,10,17,37,46,73,145,237,398,526,726,829,766,776,618,439,312,252
4,3,14,11,15,28,80,117,260,416,589,743,830,752,788,699,496,362,236,145,100
3,13,21,41,100,178,252,334,509,719,894,896,750,573,462,336,258,179,149,76,53
4,11,16,47,91,164,276,340,521,636,753,899,938,768,581,349,259,170,116,66,35
4,2,3,4,10,15,33,38,80,118,185,290,421,590,743,874,788,697,531,401,251
3,4,5,9,8,14,23,30,66,122,214,364,545,744,878,944,861,700,483,345,216
4,7,9,9,4,6,9,18,31,33,64,111,172,226,327,471,604,659,795,711,690
3,4,14,27,55,95,182,283,467,609,697,825,848,702,587,446,323,228,141,88,45
4,9,14,20,43,63,79,105,191,278,459,642,783,890,873,680,536,394,273,190,135
1,7,9,15,27,49,102,154,242,397,506,671,790,852,789,683,485,315,238,156,98
1,0,4,6,15,18,27,32,51,79,138,178,279,413,617,726,860,884,767,600,386
3,2,11,8,12,16,29,46,69,89,120,223,316,466,710,786,874,790,691,544,415
4,8,9,12,20,23,42,69,121,248,352,522,659,779,871,847,703,567,371,250,139
4,4,2,3,5,8,19,63,104,195,269,441,663,693,740,775,704,642,496,323,219
2,2,11,14,13,8,17,47,86,138,220,312,469,626,832,837,783,682,486,333,227
4,3,7,11,34,52,93,139,293,390,587,727,806,819,745,577,427,375,229,163,120
8,14,6,7,11,9,10,11,13,26,41,76,136,184,294,451,617,696,821,787,750
1,3,7,11,22,25,36,66,102,187,265,384,653,708,870,857,686,568,408,314,218
3,2,2,4,5,3,5,6,12,1,4,1,1,3,5,2,1,5,9,26,36
9,10,12,22,59,92,157,253,370,571,777,847,912,739,599,433,291,187,130,86,61
2,5,7,15,36,53,84,133,229,329,468,699,825,847,868,708,523,344,253,162,88
2,0,2,4,5,18,17,41,48,79,93,189,298,369,431,615,730,765,692,612,522
2,6,8,15,28,74,100,168,245,361,557,744,822,803,725,649,444,315,220,125,96
4,4,7,12,21,37,29,58,125,245,359,529,812,956,940,801,630,448,305,200,151
3,14,11,15,30,56,84,134,194,298,443,632,813,916,926,718,579,429,265,122,84
2,4,9,20,36,48,73,149,210,325,418,560,669,818,776,725,591,428,302,247,171
4,4,1,5,11,33,41,70,113,159,262,452,662,888,938,847,766,561,398,232,152
4,6,11,34,62,115,214,377,483,527,622,687,708,681,580,501,350,283,199,134,60
8,12,8,6,8,10,9,11,17,28,69,106,128,238,356,542,699,876,938,797,664
3,3,2,3,13,26,51,90,137,165,274,372,601,728,806,818,768,584,431,285,208
3,4,12,15,33,44,73,144,237,394,487,715,828,895,778,646,451,298,219,151,111
3,10,28,26,34,60,72,157,246,414,549,722,821,745,734,615,442,332,239,148,99
3,3,6,5,4,8,19,19,32,47,62,122,176,234,280,366,493,667,780,834,724
2,8,13,14,34,55,113,191,284,497,673,832,983,861,748,593,416,239,197,115,77
3,2,3,4,8,19,34,51,102,172,243,355,499,682,837,804,812,640,511,318,210
6,3,5,2,9,9,20,35,77,74,120,170,280,367,478,640,687,727,716,591,499
6,10,39,55,107,162,231,414,528,676,839,891,817,729,523,308,177,125,78,40,31
2,4,15,10,34,45,74,93,144,258,389,520,714,836,876,880,608,474,332,191,136
2,4,10,16,4,5,17,31,74,110,168,335,456,569,714,826,749,693,561,404,293
4,9,16,34,36,86,109,181,219,314,456,586,782,798,682,656,432,342,268,224,172
1,2,4,9,2,9,18,16,36,58,56,81,129,149,216,301,378,531,653,690,770
2,1,2,4,7,5,8,21,58,62,107,157,285,401,558,692,819,819,732,632,397
5,14,17,7,8,10,12,7,10,18,24,45,77,140,227,377,528,638,788,842,844
