"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"1",0.66494164574642,1.14570327715792,1.01099702375157,0.892317706366637,0.873476009643546,0.900108164070094,0.953533749698304,1.03200437851939,1.12954786855223,1.23584232450251,1.34540705295295,1.44116903540902,1.52936794664955,1.6038868772895,1.66833385123507
"2",0.77301666863349,0.971799205934758,0.910342505721967,0.934432710764805,0.972429442588704,0.9822564642841,0.995932415212569,1.02145337284336,1.06708280079508,1.1312507546544,1.20670274317238,1.2855634264446,1.36334329919111,1.44048719862023,1.50370359488503
"3",0.425178630338289,0.709411544624366,0.961280386845587,1.14806585506725,1.30508733619366,1.47239884376619,1.66437298809872,1.86342558170873,2.06094252521926,2.23171359709088,2.37923424226267,2.51015623326063,2.59912592063335,2.64309919642702,2.64468605905252
"4",0.485407455266178,0.729826204860382,0.908330131112329,1.05747793443378,1.19677169883014,1.34933200055822,1.52394824620624,1.70929000071178,1.89178560674109,2.05606119965409,2.19745810152395,2.31214284729253,2.40213711320067,2.45237034710657,2.48395291268587
"5",0.550025177451741,0.764570287677005,0.895565652510899,1.00012704598499,1.10506913863771,1.22076456704108,1.36135229309218,1.52170949588845,1.68463689378433,1.84054342359787,1.98150392317552,2.0955964840607,2.20211322784285,NA,NA
"6",0.77301666863349,0.971799205934758,1.13737995650662,1.0154990536621,0.936435682508869,0.908660503832242,0.905221774344657,0.924940849699292,0.967727291895706,1.02896154860801,1.10151200534749,1.17520867382615,1.24741443826478,1.31466801828799,1.37872300414797
"7",0.597554769985219,0.718240084514828,0.82561340074331,0.932910589828439,1.05864439977267,1.20076057073423,1.3704291206522,1.55326441287378,1.73065458729872,1.89622605208391,2.04724507062453,2.16606545057584,NA,NA,NA
"8",0.597554769985219,1.05888042618402,1.0664801716425,1.04276360341607,1.03164869115694,1.0393448479447,1.06147210380467,1.10460038134217,1.17095147514463,1.2558864325073,1.34694155390256,1.44171836316807,1.52198829603327,1.58971153556666,1.64881809373233
"9",0.77301666863349,0.670153897749119,0.732074124654556,0.83167983994182,0.940535343481218,1.06741129320693,1.22008856072218,1.38760425871566,1.55527990052368,1.70810876240849,1.85359986383612,1.97762782257136,2.08249518901801,2.14891468723801,2.18670744208135
"10",0.77301666863349,0.971799205934758,1,0.989688237997363,0.971988055819031,0.953408161717718,0.953131623274128,0.972520514039871,1.01419667209496,1.07551246480462,1.14950828501248,1.22653164102511,1.30288187386612,1.37415238946743,1.44545666754442
"11",0.334991954557949,0.665752013941649,0.979140740877901,1.24251076748202,1.50546421526977,1.79357891705386,2.08638099986969,2.36432653401955,2.60391967546996,2.81322064215289,2.94808930386891,3.03176150760728,NA,NA,NA
"12",0.77301666863349,1.08960824388151,1.13737995650662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13",1,0.891879454282501,0.903016910938859,0.92152800962887,0.887595405919585,0.875089396938591,0.870609764353755,0.880958485001508,0.907617962011271,0.95316736753395,1.01179471712192,1.07871760903704,1.14968476183468,1.21982768164458,1.2913581400097
"14",0.442147392247957,0.720036707922071,0.957021569716803,1.12934721246285,1.27740906469943,1.4320098472924,1.60391296254905,1.79021359908761,1.97246100445728,2.13866093166003,2.2753750602856,2.38820320308495,NA,NA,NA
