"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"1",1,1,1,1,1,1,1,1,1,1,1,1,1,1.0010161408836,1.0010161408836
"2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0010161408836
"3",1,1,10.4444419470495,33.403548652878,3.49682137256003,1,1,1,1,1,1,1,1,1,1
"4",1,1,11.4362659539077,10.4444419470495,3.46707382998308,1,1,1,1,1,1,1,1,1,1.0010161408836
"5",79.5519328053381,1,12.4354855904466,34.403672999302,16.4244530184947,6.43463162831704,1,1,1,1,1,1,1,1,1
"6",1,1,1,1,1,1,1,1,1,1,1,1.0010161408836,1.0010161408836,1.0010161408836,1.0010161408836
"7",1,1,21.419056396292,2.50039712653199,1,1,1,1,1,1,1,1,1,1,1
"8",10.3747876058376,1,14.4315375120839,56.3847003748875,9.93588831419845,1,1,1,1,1,1,1,1.0010161408836,1.0097092686455,1.0097092686455
"9",1,1,18.4739127981861,2.02302336805241,1,1,1,1,1,1,1,1,1,1,1
"10",1,1,20.58947546689,2.26466887781576,1,1,1,1,1,1,1,1,1,1,1.0010161408836
"11",45.5566497088485,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0010161408836
"12",10.3747876058376,2.54469847664197,30.4106435684764,28.4114790429681,4.4985013875041,1,1,1,1,1,1,1,1,1,1
"13",10.3747876058376,1,1,29.410997941167,79.3718280103112,77.3738305384073,9.49123223141437,1,1,1,1,1,1,1,1
"14",45.5566497088485,1,31.4104087014112,39.3988100768094,1.87844630115509,7.49103841489141,1,1,1,1,1,1,1,1,1
"15",1,14.7026692122653,60.3851037093445,57.3865735818298,7.49103841489141,1,1,1,1,1,1,1,1,1.0010161408836,1.0010161408836
"16",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0010161408836
"17",1,1,27.4120943223182,27.4120943223182,4.33552311788775,1,1,1,1,1,1,1,1,1,1
"18",1,1,36.4042109739177,2.50039712653199,1,1,1,1,1,1,1,1,1,1,1.0010161408836
"19",10.3747876058376,1,35.4038959485813,59.3830825902753,5.49665600279582,1,1,1,1,1,1,1,1,1,1.0010161408836
"20",1,1,1,35.4038959485813,36.4042109739177,2.16561121297873,2.08568941554614,13.4853770060959,1,1,1,1,1,1,1
"21",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0010161408836
"22",1,1,53.3867748400548,68.3806450555936,6.4941237022817,1,1,1,1,1,1,1,1,1,1
"23",52.2457387227247,1,1,26.4128514580538,22.4174625637233,4.4985013875041,1,1,1,1,1,1,1,1,1.0010161408836
"24",1,24.9875326611267,39.3988100768094,1.07745203239714,6.4941237022817,1,1,1,1,1,1,1,1,1,1
"25",79.5519328053381,32.8107297617362,3.19872613520235,1,1,1,1,1,1,1,1,1,1,1,1.0010161408836
"26",1,1,21.419056396292,13.4301351643093,5.62336324086968,1,1,1,1,1,1,1,1,1,1
"27",45.5566497088485,1,24.4148233321298,54.3884806859434,7.47069061833734,7.49103841489141,1,1,1,1,1,1,1,1,1.0010161408836
"28",1,1,17.2352363232764,2.36300205919822,1,1,1,1,1,1,1,1,1,1.0010161408836,1.0010161408836
"29",52.2457387227247,1,13.4301351643093,43.395030061357,4.2165901759719,1,1,1,1,1,1,1,1,1.0010161408836,1.0097092686455
"30",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"31",1,1,8.45763848183588,2.04325643436213,1,1,1,1,1,1,1,1,1,1.0010161408836,1.0010161408836
"32",1,1,1,1,1,1,1,1,1,1,1,1,1,1.0010161408836,1.0097092686455
"33",52.2457387227247,1,25.4137583817701,14.4315375120839,4.74739132032023,1,1,1,1,1,1,1,1,1,1.0010161408836
"34",45.5566497088485,8.8605180615389,14.4315375120839,16.4244530184947,3.43730817280453,1,1,1,1,1,1,1,1,1,1
"35",45.5566497088485,1,38.4050925241567,49.3950758207442,5.39722701729021,1,1,1,1,1,1,1,1,1,1
"36",45.5566497088485,1,1,1,1,1,1,1,1,1,1,1,1,1.0010161408836,1.0010161408836
"37",1,14.864301580144,42.4011029231925,50.3893386254341,2.23213231336615,10.4882333228887,1,1,1,1,1,1,1,1,1
"38",36.5525558343009,1,30.1711169605687,2.50039712653199,1,1,1,1,1,1,1,1,1,1.0010161408836,1.0010161408836
"39",1,13.2378932146,8.54575610835066,5.44695331772741,1,1,1,1,1,1,1,1,1,1,1
"40",52.2457387227247,1,36.4042109739177,3.04941697199338,1,1,1,1,1,1,1,1,1,1.0010161408836,1.0097092686455
"41",1,1,27.4120943223182,37.4046118247273,1.75057929951399,8.41440226414763,1,1,1,1,1,1,1,1,1
"42",10.3747876058376,2.54469847664197,15.427771517998,1,34.4527798356822,1,1,1,1,1,1,1,1,1,1
"43",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"44",1,1,16.4244530184947,2.26466887781576,1,1,1,1,1,1,1,1.0010161408836,1.0010161408836,1.0010161408836,1.0010161408836
"45",1,1,1,1,1,1,1,1,1,1,1,1,1,1.0010161408836,1.0010161408836
"46",1,1,20.7905313313252,42.4011029231925,4.25626295893442,1,1,1,1,1,1,1,1,1.0010161408836,1.0097092686455
"47",52.2457387227247,1,13.4301351643093,29.410997941167,2.69630190694978,6.58378879294589,1,1,1,1,1,1,1,1,1.0010161408836
"48",1,1,19.4228528897712,42.4011029231925,12.4354855904466,6.4941237022817,1,1,1,1,1,1,1,1,1
"49",10.3747876058376,16.2859271053242,2.12323194604117,49.3950758207442,3.49682137256003,1,1,1,1,1,1,1,1,1.0010161408836,1.0010161408836
"50",1,1,1,1,1,1,1,1,1,1,1,1,1,1.0010161408836,1.0097092686455
"51",1,10.8650677084071,2.44150007554043,1,1,1,1,1,1,1,1,1,1,1,1
"52",55.1622676752603,1,2.69630190694978,19.4228528897712,3.10914530823774,1,1,1,1,1,1,1,1.0010161408836,1.0010161408836,1.00124958141285
"53",1,13.5344294372907,1.85736786069489,2.04325643436213,50.3893386254341,4.4985013875041,1,1,1,1,1,1,1,1,1
"54",52.2457387227247,1,24.4148233321298,49.3950758207442,11.3124125554046,1,1,1,1,1,1,1,1,1,1.0010161408836
"55",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"56",45.5566497088485,30.7632444426486,2.46112675736945,1,1,1,1,1,1,1,1,1,1,1,1
"57",1,1.92768194536675,44.3960600940014,63.3840393865466,52.8583770369803,10.4882333228887,1,1,1,1,1,1,1,1.0010161408836,1.0010161408836
"58",1,1,1,16.4244530184947,64.3861779613566,100.361180720502,22.4699012747266,11.4849166645801,1,1,1,1,1,1,1
"59",46.5136575631689,1,11.4362659539077,1.94105020316088,1,1,1,1,1,1,1,1,1.0010161408836,1.0010161408836,1.0010161408836
"60",1,1,1.54974809001229,22.4174625637233,3.25842620769994,1,1,1,1,1,1,1,1,1,1
"61",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"62",1,1,37.4046118247273,3.13900812123181,1,1,1,1,1,1,1,1,1,1,1.0010161408836
"63",1,1,22.4174625637233,2.4218766624496,1,1,1,1,1,1,1,1,1,1,1
"64",1,1,1,1,1,1,1,1,1,1,1,1.0010161408836,1.0097092686455,1.02469082680356,1.04317797937686
"65",1,1,1,1,1,1,1,1,1,1,1,1,1,1.0010161408836,1.0010161408836
"66",10.3747876058376,1,1,34.403672999302,73.3781818675214,71.3805334156783,9.49123223141437,1,1,1,1,1,1,1,1
"67",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"68",1,1,14.6743285185649,2.24493471067526,1,1,1,1,1,1,1,1,1,1,1.0010161408836
"69",36.5525558343009,1,1,1,1,1,1,1,1,1,1,1,1.0010161408836,1.0010161408836,1.0010161408836
"70",1,1,17.4215018052907,2.14300494247886,1,1,1,1,1,1,1,1,1,1,1
"71",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"72",1,17.0156517067695,2.50039712653199,1,1,1,1,1,1,1,1,1,1,1.0010161408836,1.0097092686455
"73",79.5519328053381,1,40.3995093636281,3.31809779332946,1,1,1,1,1,1,1,1,1,1,1
"74",52.2457387227247,1,31.4104087014112,29.410997941167,5.49665600279582,1,1,1,1,1,1,1,1,1,1
