"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"1",3.03618132961469,2.62979368953948,2.39455210796307,2.04648822578366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2",2.67273049473608,2.60548926065459,2.27469230523106,2.21362405946813,1.62381423363638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",3.16757722130469,1.96687377075765,2.13900569455455,2.45744818549786,1.8000002656226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4",2.59019081222574,2.21755208608139,2.35515365921974,2.38474524686055,1.82195968511763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5",2.26740249366384,1.83365871888437,2.07295503348449,2.33910615943629,2.24855986864127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6",4.05986437021434,2.52607177221701,2.3512119308303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7",3.31295820623455,2.49056965837163,2.70656077543357,1.91010326304122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8",1.9334387789152,1.97199477206793,2.15356222550681,2.62574745029874,2.15820759888574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9",3.34525634288051,2.06959459028745,2.3926147967667,2.20456128226371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10",2.87645343845822,2.19026369342071,2.53485391287393,2.29733380320666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11",3.2066749656656,2.43279244852229,2.3955523679389,2.07581236399824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12",1.9334387789152,2.04823537357169,2.43826349405792,2.33463038555602,2.11116534595158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13",1.9334387789152,1.39462138845645,1.32568956956337,2.19120413332305,2.66645448048891,2.13944627982241,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14",2.11884793958582,1.34171699776985,2.45987036995244,2.21120296463617,2.33237896874247,1.69792189601933,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15",1.36371105709658,2.11748430973369,2.94795802568086,2.40705364465363,2.00199714858185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16",3.03618132961469,2.92036567118176,2.52335681755525,1.89081682562572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17",2.81454867655346,1.80654747897827,2.47543391693788,2.28144273921423,1.89422182305328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18",2.74701620902101,2.23770666612635,2.80128208219267,2.29597479758029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19",1.9334387789152,1.7910750708739,2.53007747788132,2.56314244368637,2.03628951474637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20",1.69013892817792,1.09436153311791,0.942111194237859,2.39049656689875,1.72366231027483,2.30857685628478,2.17123440441792,NA,NA,NA,NA,NA,NA,NA,NA
"21",3.27919197246832,2.66555793519226,2.60895671939082,1.84016830565525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22",1.69013892817792,1.78473001052561,2.92918273044735,2.61538595901559,1.93178693300202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23",2.39121125093671,1.9694260390328,1.87372973870218,2.24557095520872,2.128992202075,1.69286440602587,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24",1.36371105709658,2.22006934374695,2.45484060680819,2.52427936643228,2.11748820404931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25",2.26740249366384,3.1617300926983,2.42944189500755,2.16576052008075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26",2.49733367035898,1.82978369389636,2.27564239041643,2.34120538651336,2.11797931397163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27",2.11884793958582,1.41599602757644,2.18937477775669,2.53630823214612,2.43281752260622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28",3.34525634288051,2.28241937544206,2.56185796794287,2.0306956677452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29",2.39121125093671,1.943810275486,2.17295707144859,2.50748834039663,2.0419072743636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30",2.49733367035898,2.39049066111796,2.32167732670153,2.27690281185839,1.8339730877423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31",2.49733367035898,2.43962196529914,2.50677725291674,2.35951728603579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32",2.67273049473608,2.70711004393664,2.70612895781835,2.11746401696337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33",2.39121125093671,1.80052834048978,2.35777321078881,2.38683302908543,2.10272584597562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34",2.11884793958582,2.34129101797975,2.37988053210648,2.41118177385995,1.86245266486169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35",2.11884793958582,1.54543213699658,2.69710824498631,2.37720859054511,2.08175261922402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36",3.2066749656656,2.99137399402457,2.42012347470493,1.7867390391496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37",0.974657726440153,2.23210687491612,2.33616810888205,2.33185755681411,2.4241710970613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38",3.12630738003485,2.35348747659273,2.80667625626379,1.98253287297152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
