V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15
43.03402438,34.31973514,26.32938167,17.96219443,9.874197003,7.463485829,7.1015309,7.028354752,6.999255566,6.98777027,6.986012675,6.987256774,6.984732332,6.984780533,6.984440503
21.25280978,29.17648382,22.13388098,21.11714691,11.65128433,7.989019636,7.278612362,7.109369777,7.068715057,7.043274846,7.039623924,7.039073892,7.039682649,7.039104563,7.040263259
45.04207267,17.88445625,20.23638977,28.54900781,12.7777524,7.937020504,7.209296682,7.052392328,7.00307168,6.995949744,6.992646016,6.992097091,6.991637757,6.991493555,6.990537427
10.75289872,25.58692766,25.41325898,26.12511327,14.02413295,7.978878759,7.206692273,7.048332708,6.99707474,6.988822057,6.987508752,6.985572146,6.983990954,6.982810625,6.982868552
18.48303042,13.51376735,20.54506847,25.08029393,22.58196395,11.00925047,7.800624768,7.179331171,7.051217207,7.019660102,7.006743248,7.005658772,6.999350509,6.999304801,6.998852846
126.0417508,29.74858961,25.15442617,11.31924524,7.825999237,7.232390364,7.078239089,7.033517447,7.022756174,7.018845277,7.011639862,7.013205909,7.013116,7.012552448,7.013098638
56.57445521,29.65600986,38.94161367,14.85949081,8.375637071,7.334604665,7.117600946,7.049646863,7.0340913,7.027392467,7.024070478,7.023976985,7.024533936,7.024726384,7.02428757
11.70780115,20.12585016,20.45552239,35.70493357,20.44440034,10.03913597,7.498945986,7.143521133,7.067503172,7.034682518,7.022658129,7.019720811,7.018843355,7.019783688,7.019320117
55.02904984,17.60978419,26.66180569,21.13110717,10.49323592,7.646433093,7.126356878,7.013918181,6.978200033,6.969040171,6.967629619,6.965642151,6.966755624,6.967174464,6.966115255
34.21308753,20.95800991,30.98615963,23.94799454,11.29157558,7.816167981,7.253037307,7.118234103,7.079626871,7.071888219,7.068803849,7.068270031,7.068254144,7.067172221,7.067735145
46.06196034,26.05199452,26.03111457,18.50110692,9.751101287,7.558578587,7.123978955,7.046548343,7.024871219,7.011080087,7.005810528,7.00540779,7.004895722,7.004390695,7.004819175
13.82075181,18.96754386,29.89240021,24.86242687,19.30440812,10.02216361,7.569403807,7.152163743,7.086506509,7.060192426,7.056683196,7.05414945,7.054092972,7.053347841,7.054213443
12.17287528,11.58106453,10.2732451,20.84950082,37.28547708,20.02240507,10.44225291,7.583162937,7.175990639,7.060998732,7.021276765,7.011472957,7.008187462,7.006588456,7.006922202
11.08147101,11.68428255,28.73763061,21.50470114,24.56598114,12.418168,8.058739962,7.228890806,7.055717768,7.02257932,7.009533463,6.993847722,6.994982024,6.993826885,6.991391444
10.40286716,18.47158871,55.70508347,27.0829724,17.12315104,8.773617822,7.357632912,7.127075456,7.072122981,7.05849457,7.052991552,7.046893057,7.04535025,7.045648482,7.045957809
38.31057124,51.67493448,30.72129798,15.17013051,8.356492447,7.230436737,7.018017046,6.967552623,6.951916113,6.94650056,6.945075096,6.94317394,6.943766077,6.941084622,6.940290873
34.56709518,15.58227122,31.73987925,23.51427853,15.27222053,8.579623067,7.281161877,7.06572736,6.997123161,6.979320643,6.971509636,6.969224102,6.967729095,6.968519372,6.967332082
24.45438597,21.5501794,43.92068346,23.46430632,9.691688209,7.55397951,7.112100104,7.031516742,7.002997234,6.992258821,6.994424269,6.990056603,6.990555459,6.989982579,6.989982579
16.10787327,14.77550737,31.98475581,31.92348885,17.59640684,9.892701093,7.468262628,7.125375188,7.060164412,7.03182389,7.024344756,7.023191639,7.020720378,7.021184479,7.021184479
11.13172372,11.42027026,8.271774033,24.19790889,14.03708995,24.73475745,20.51706997,10.55438557,7.621799306,7.125306292,7.029647482,7.006742708,6.991985283,6.989404664,6.989742637
49.29445342,37.55281381,33.65495127,13.72786881,8.512921065,7.324531473,7.100401459,7.031798969,7.018321539,7.015538007,7.015532642,7.01487673,7.015144582,7.01406449,7.01372726
16.34888815,19.56887077,48.46434895,33.9124828,15.80100093,8.621342127,7.310604712,7.085507852,7.029548652,7.013828844,7.00776736,7.002794892,7.001455596,7.00079849,7.00078707
14.08695659,19.77281549,17.0299017,22.8702581,19.45203879,12.37523336,7.99363502,7.243063792,7.06118715,7.014503946,7.001235207,6.998152054,6.993732189,6.992260973,6.992260973
10.01498994,30.32666304,29.89720474,31.18031881,19.36926244,9.718534335,7.498488773,7.136317829,7.026891351,7.012706372,7.001751201,6.996813064,6.998186483,6.994828583,6.9952396
11.36331031,61.00958168,27.37217311,20.40038447,9.564988073,7.525034284,7.087345961,7.032644799,6.999064659,6.984066655,6.981192764,6.982261634,6.981762596,6.980895091,6.981039344
19.35917791,16.68722589,24.17023756,24.89308234,19.20553574,9.443257994,7.438761069,7.120094404,7.027788995,7.003860724,6.990571243,6.988637775,6.988655358,6.988304353,6.989089535
12.38187858,12.18790924,22.58419671,31.36545231,27.56052657,11.17788869,7.579143099,7.148440075,7.038685304,7.007821479,6.998470057,6.992265471,6.99254348,6.991630229,6.991597722
55.82267013,21.76723762,31.5973886,17.39765888,9.186726903,7.380456277,7.080892205,7.015239071,6.988682221,6.975974103,6.972138699,6.972176033,6.971452043,6.972195428,6.972019459
19.29529604,16.17156269,21.59379248,30.19904219,17.81007084,9.267396377,7.452754548,7.096342795,7.017097129,6.980120519,6.970758914,6.969399687,6.968508592,6.968938764,6.968938764
27.16147781,28.35754704,23.63742255,22.75294477,14.14684421,8.14118104,7.273165408,7.078634362,7.039318472,7.027074891,7.016838187,7.016411731,7.016701855,7.015595493,7.014518166
15.60940791,27.30706317,30.02540359,24.69710605,11.34632973,7.722086672,7.162587975,7.039886483,6.998922159,6.981622944,6.977315937,6.975941061,6.974696999,6.975106334,6.974810006
30.21993555,35.55375922,38.04716966,19.22892362,8.98224217,7.40895802,7.099039286,7.027056225,7.00632862,7.001463684,6.997794953,6.996525316,6.995285255,6.994734203,6.994734203
16.0259297,17.43596741,26.27331934,25.88573143,18.93348153,9.415128543,7.510730186,7.103740851,7.029404265,7.003161332,6.988771797,6.981849558,6.982783466,6.98062863,6.981015464
16.97604836,26.26107935,26.80898736,27.16018977,14.72416717,8.723395758,7.401346582,7.118971164,7.037272272,7.01717483,7.005253401,7.00404375,7.003624635,7.003316757,7.002522393
11.39810449,8.474585105,34.22325665,25.65932732,18.28728026,10.07753758,7.581736119,7.134079168,7.028864919,7.006037095,6.994306858,6.985303571,6.982909852,6.982406138,6.982233309
45.83660607,57.22447559,27.06589365,13.55993522,8.163302891,7.276111167,7.051839802,7.012442148,7.003847381,6.997407335,6.992112443,6.98868813,6.989018902,6.989879242,6.989529775
#DIV/0!,41.1837715,26.9010979,25.18663676,27.66259381,11.36689918,7.8061798,7.224887483,7.066004402,7.043236003,7.029797166,7.026412573,7.024320776,7.023632092,7.023834998
44.37973288,23.71607457,42.04772593,16.5888082,8.775628059,7.348022054,7.056202092,7.005811117,6.981773466,6.97329782,6.968092699,6.967690984,6.966932202,6.967809979,6.967551118
#DIV/0!,137.1724425,33.22050432,22.60134829,15.23294053,8.365776162,7.300906062,7.069320206,7.01820229,7.004391186,6.998225712,6.997231559,6.996872251,6.995995457,6.994966953
24.00368447,24.58485764,39.49097398,24.8233003,12.2534862,7.971519419,7.275259328,7.104821027,7.077484692,7.065157867,7.062812573,7.05963449,7.058491681,7.058491681,7.058491681
10.7724894,13.28380952,20.93337743,20.76479308,27.29655096,15.3372977,8.598418343,7.309686216,7.074926979,7.027674166,7.008295516,7.005199764,7.003036909,7.003944706,7.002690686
11.81492027,21.25796156,21.17492636,26.20413297,21.28607348,10.55424432,7.652217431,7.203799589,7.087215766,7.052056774,7.040663571,7.036282888,7.035906836,7.037149457,7.036926667
134.5488838,24.79339355,23.72125926,12.96338041,8.154802818,7.219193253,7.038644431,6.997567694,6.982151749,6.979669723,6.976829336,6.976528579,6.976013522,6.97483326,6.975762518
55.45939205,22.40647816,30.90525,17.17892061,9.78636914,7.480163187,7.158583579,7.042383656,7.024926145,7.017568581,7.014703225,7.015520731,7.015063825,7.014460008,7.014460008
27.41435181,32.00556026,35.01378738,19.71727051,9.221992675,7.457194677,7.125628544,7.057032936,7.034945204,7.026643239,7.023654488,7.022595989,7.021236636,7.021884468,7.022536809
37.35215503,14.98267157,23.35749074,28.65938258,15.95526552,8.788405155,7.341453583,7.104215286,7.043885917,7.02952093,7.021857941,7.020652506,7.017294881,7.018086789,7.018086789
13.77050918,15.65493419,17.74986048,23.45894056,21.89704958,15.58917826,8.159026475,7.262961943,7.08460484,7.031734789,7.007307143,6.998434695,6.995196734,6.993373094,6.994067646
17.71714797,11.66224823,19.49069755,27.50379869,22.85714181,11.95515345,8.022788442,7.277120325,7.113876582,7.051775454,7.034159185,7.033525065,7.028580013,7.027673326,7.027397899
10.59663427,27.08420691,21.93674618,36.49389968,14.3939527,8.542527663,7.283261199,7.06496839,7.024193331,6.999887883,6.997933244,6.996157759,6.994212883,6.994360818,6.994602447
30.21009672,47.92049032,28.85748041,16.84082522,9.090933306,7.491104576,7.135138147,7.070806083,7.037932231,7.029507489,7.026658348,7.025622092,7.024792805,7.024671609,7.024671609
23.33446467,64.55138242,28.46025631,17.64311673,8.618588354,7.359532829,7.111862579,7.054486149,7.04306134,7.038401186,7.03462551,7.033951131,7.033481086,7.034521344,7.034160224
37.26295821,20.43013609,20.36521552,24.97804804,14.95465368,8.378592886,7.323924166,7.116096604,7.053372069,7.037407919,7.032254942,7.028575863,7.029833736,7.02869339,7.028975736
13.99720686,25.89462029,17.78265576,18.98803099,24.59312579,15.07758223,8.528789085,7.347803657,7.119235418,7.056593563,7.036768063,7.028885521,7.027013809,7.025672045,7.024938532
22.65916494,16.05169416,24.74729485,30.59370667,20.38655684,9.193885878,7.411111865,7.08161744,7.007022066,6.989697493,6.981223274,6.978761632,6.979023129,6.978713076,6.978671289
130.6599779,39.14045525,20.46139505,10.4420659,7.652238628,7.182757721,7.059191454,7.036955685,7.028625067,7.021196015,7.018768869,7.018369121,7.018380992,7.0184901,7.018083735
17.87309012,61.1006388,37.69021261,18.22636873,9.79747963,7.479862453,7.107585799,7.046268703,7.014416414,7.004313326,7.00245193,7.001209424,7.002151852,7.001510695,7.001074385
13.71306661,16.75424979,37.07708441,30.69793317,22.05457705,10.84292674,7.681496046,7.197762912,7.102699797,7.070275313,7.059027361,7.056199702,7.052844858,7.054518746,7.053574856
17.9446976,14.47351853,9.695162378,14.2995947,36.57157703,31.04366633,15.91897699,8.603416072,7.314664505,7.082946997,7.027554599,7.00496697,6.998950521,6.995765379,6.994786408
73.38682009,21.90784513,25.94331381,16.45277646,8.872857568,7.411992191,7.123572462,7.033971268,7.012842548,7.007751154,7.006025266,7.002929115,7.00307016,7.002725797,7.002066688
28.0125902,22.76203553,21.82559395,26.04038024,12.43570507,8.011305298,7.252221945,7.077171438,7.031758374,7.025252262,7.024050496,7.022681259,7.01944709,7.019619007,7.020331646
145.1765666,36.63974281,22.37361653,10.96363199,7.809005531,7.238642427,7.119075617,7.073512519,7.066460128,7.066713407,7.063223984,7.063217898,7.061704339,7.061727378,7.061424992
19.87107211,24.64681606,42.39275386,24.31071289,11.08436749,7.693924659,7.159406366,7.045488641,7.009726367,6.995949695,6.994912544,6.99164856,6.992582304,6.990777131,6.99055155
45.8878435,24.35462675,33.98228972,21.02095367,9.527157185,7.451993346,7.122797869,7.053595404,7.029122279,7.02161265,7.01606763,7.016151658,7.015187151,7.01541019,7.015532002
126.1067443,25.88239423,25.29676521,12.80335354,8.086762879,7.250232885,7.085157443,7.037351114,7.032084632,7.025998478,7.022460469,7.022181555,7.022181555,7.022181555,7.022181555
41.17564708,25.877002,26.57851247,19.41180447,10.59077212,7.642545316,7.16879903,7.068999429,7.041818763,7.035951588,7.028321458,7.026439233,7.025955432,7.02677423,7.025948373
12.82211295,13.84336594,9.769702133,23.27510902,30.24306015,18.62353942,9.973472259,7.504605896,7.097028386,7.033514478,7.002910038,6.992506613,6.989089633,6.98624587,6.984629589
51.66206418,32.67804059,25.7288898,17.1348396,8.951264482,7.402300916,7.139603473,7.077054989,7.053484556,7.044246348,7.041799077,7.039910074,7.038422835,7.037892209,7.037359335
46.13622708,26.27014579,31.53046447,19.13449146,9.28181579,7.394202949,7.070431131,6.999004798,6.977728208,6.978603594,6.978309405,6.975908845,6.974247,6.974368068,6.974368068
40.62103881,41.66698785,26.83716929,17.06995779,8.806932359,7.366921372,7.114575891,7.050444449,7.03175694,7.015858921,7.012467965,7.011276811,7.011315843,7.011018987,7.009967241
35.6614609,20.84492572,28.48832731,20.8324575,10.87916265,7.657758537,7.184664242,7.070501569,7.024784909,7.01388463,7.012431379,7.010157859,7.009828916,7.009454457,7.00959945
62.76492289,33.1924546,28.18786025,14.31780806,8.30553257,7.266894731,7.062890641,7.016589111,7.005796,7.001586973,6.999598755,6.996122371,6.995145551,6.995604319,6.994635716
23.88752055,56.34808194,32.7812286,17.6678389,8.891423142,7.35303509,7.077635568,7.02457504,7.0017588,6.997476031,6.995322151,6.994257889,6.993202656,6.993202656,6.993202656
17.51611474,27.61891836,42.11417186,25.19266151,11.73649907,7.808984188,7.150174938,7.041178998,7.009889012,6.991425171,6.989788318,6.985238577,6.98379922,6.983338927,6.983266898
18.34750011,22.91975544,35.3630523,29.76029097,12.09072401,7.826625224,7.238464645,7.06808798,7.023489379,7.002322775,6.999539472,6.998582808,6.998675431,6.998067428,6.997470205
26.44692166,10.82048081,20.41607095,23.14145052,21.39715918,10.85893432,7.671743525,7.21114223,7.108214548,7.073723721,7.067165379,7.064636728,7.063459868,7.062671605,7.062779849
#DIV/0!,51.55364912,21.94856026,27.97109065,24.37133294,11.42521516,7.675375165,7.122747896,7.009731624,6.969867423,6.962615663,6.953479574,6.951923217,6.951806552,6.951177191
9.603432313,13.72944522,23.9681381,31.78082216,23.07531561,11.76359194,7.960219915,7.277137165,7.074585273,7.038100447,7.007604765,7.00053825,7.001959758,6.997167421,6.996973935
13.25802738,18.45710115,38.01925751,26.52332612,16.18659649,8.605733114,7.361685289,7.117377035,7.055503409,7.043416727,7.036957764,7.033163059,7.031638866,7.03133732,7.029854343
