"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"1",2.00660466181538,0.957633834727655,1.89274193869028,3.39460827978597,2.77459703641051,2.35660258010887,1.91980054383267,1.39132229098443,1.37000000000221,1.37,1.37,1.37,1.37,1.37,1.37
"2",1.58163434123339,1.21761847404813,2.14097366635932,1.91262339644323,1.86580277423544,2.54245256819225,2.50816123015677,2.15426123470379,1.52718738411347,NA,NA,NA,NA,NA,NA
"3",3.41259205977185,2.71462798861896,2.40333637499071,2.50876675820193,2.37517232791918,1.78471654919963,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4",3.00655527404165,2.59656165618088,2.6556368616848,2.60057155337267,2.36780817599906,1.81181208701472,1.48000001274341,1.48,1.48,1.48,1.48,1.48,1.48,1.48,1.48
"5",2.61385493220413,2.3675538256784,2.61151566393641,2.69648649409714,2.46022224708757,2.02353626989831,1.42547649688334,NA,NA,NA,NA,NA,NA,NA,NA
"6",1.58163434123339,1.21761847404813,0.949891096927121,2.08402199323136,2.8319179587592,2.58284302900206,2.52178930106639,2.0448633630999,1.46225027264069,1.40000000000263,1.4,1.4,1.4,1.4,1.4
"7",2.34773054044033,2.70282635759058,2.8812875561295,2.82330704427203,2.33193136818729,1.82992501064811,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8",2.34773054044033,1.12405684978,1.70393926499248,2.25735497399326,2.54521741913147,2.49220971785327,2.3296998973657,1.79788054768642,NA,NA,NA,NA,NA,NA,NA
"9",1.58163434123339,3.05919111097218,2.94778370321628,2.66407639335128,2.45496720959211,1.9023190878734,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10",1.58163434123339,1.21761847404813,1.43675466980179,1.82853508978776,2.29760570179977,2.79494066260541,2.56196232578968,2.11131581414086,1.50906417405203,NA,NA,NA,NA,NA,NA
"11",4.12631329995869,2.9677601397669,2.62455526929862,2.54044566502935,1.94562859638948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
