"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"1",3.42659251069064,1.50427167864378,4.4219313548219,3.57325276649447,3.83786053585399,2.96584631263521,2.7574701055899,2.71641001489873,2.47813411891606,2.23319472508283,1.93248528485139,1.6076473899535,1.37288330429428,1.21410691374155,1.11943964698566
"2",8.56648127672661,4.00498619907482,6.51375558080767,3.99415428761579,2.94028915136945,2.75470778223589,2.67874778404568,2.31877060521928,1.95727761048761,1.61560769732032,1.39466995940601,1.23739291867332,1.13884937177296,1.08040627076665,1.04493573212661
"3",8.56648127672661,4.53898435895147,4.55775283590066,3.39378942685472,3.48291151935788,3.10000311664119,2.76163329380766,2.30270804913304,1.91179393589751,1.64065198886967,1.41321978763067,1.25744319918092,1.16189158387676,1.09587478554025,1.04851599602243
"4",11.9930737874173,4.27465975777348,4.16424562359884,3.14116120712031,2.7236772129972,2.56364632891487,2.62783448400984,2.43414655415065,2.13052498764621,1.83413013813468,1.57254451740112,1.34106360616414,1.1883849199703,1.10099350300709,1.05316723003975
"5",6.85318502138129,4.4280521615092,5.16229988577821,3.07398176778971,2.59372180321931,2.44570001501327,2.40760910308572,2.46757652739961,2.33171868389668,2.02405893324434,1.70177901317172,1.44544863308096,1.25149151354223,1.14440169564304,1.08312088335759
"6",3.42659251069064,3.50996725016882,2.36332772873851,2.00679949800814,2.44143952096278,2.66508972925548,2.27304346515589,2.71818755706715,3.03386153569143,2.73201766489416,2.41088047127998,2.05978640271435,1.67022026700586,1.39363779212025,1.22801655863599
"7",5.13988876603597,5.04268669029203,3.67724614933347,3.33569652593026,3.01809849150668,2.81330329934593,2.76109625830681,2.66110695704911,2.26306500643993,1.93635983524121,1.66000000582407,1.41603430570963,1.24206847735721,1.14050864789994,1.07778279395022
"8",8.56648127672661,5.87397975864308,4.5376588166658,3.37487693393871,3.70030552639981,3.25159303621136,2.55389271351898,2.25267309176069,1.88416221238279,1.54536965173801,1.33308891508471,1.19868749508508,1.11238787398388,1.05940668813434,1.03228309316634
"9",6.85318502138129,3.162894401078,2.97221029438162,2.78520677484708,2.82249027675894,2.87436008260131,2.45967036928627,2.4574417872599,2.50537994323821,2.26786071040048,1.92373257391277,1.66027702566182,1.4364395125533,1.2654998109398,1.15500873956213
"10",3.42659251069064,2.00569557152504,2.40018714582326,3.91901802075706,2.86479978029638,4.63245312326838,3.58547537486825,2.92532577798376,2.61095078782467,2.22196983653926,1.84871131536548,1.51968625997184,1.28726505000414,1.1586620423774,1.08429033033929
"11",5.13988876603597,3.10319180941048,3.31874223115195,3.87633910815397,3.9470907921902,3.06074721427432,2.63410056575224,2.418840749767,2.26656142209118,1.94997870674765,1.69693052625578,1.47864023824908,1.30507830271851,1.18812738295909,1.10892128817389
"12",6.85318502138129,4.744341601617,6.19328690752248,2.87037755484975,2.35560802464848,2.41386143527293,2.57611420024644,2.44210297984933,2.26803093238811,2.01566250768074,1.65493701938033,1.39193746269548,1.23134830925231,1.13176016143016,1.07288324352691
"13",6.85318502138129,2.8466049609702,2.93514233051729,2.0855375544086,2.19357107732494,2.48577000540482,2.74890994309594,3.04528034411212,3.04956602985055,2.63715221165615,2.12374112304709,1.75578024533602,1.45650541207628,1.26071711607031,1.15357207830176
"14",8.56648127672661,7.47597423827301,5.08445531966043,3.8793137453405,3.32528979754573,2.86151296112101,2.60062210917803,2.14222295583164,1.74871575553998,1.43747615275497,1.24767391956296,1.1407980426483,1.07536801424929,1.03976083750141,1.02152239048607
"15",1.71329625534532,2.1266786122609,2.05287701909538,2.07388083767425,1.84479698632966,1.67276625956028,2.33319141705,2.60922360807297,2.94375236496842,2.79217777630632,2.73932282133675,2.45482055666187,2.27069054370373,1.91406622372875,1.59465675778845
"16",8.56648127672661,1.86899355956825,2.0864603147526,1.76437208068129,1.97989565557599,2.42320402643548,2.38625163799201,3.06393949223099,3.04342640907936,2.69414993972961,2.34982431039863,2.08899251520178,1.76688098072033,1.496005262109,1.3076406961382
"17",8.56648127672661,3.7379871191365,3.19880899379269,3.47894115602843,3.26757860477438,2.74274498664999,2.48930425975753,2.55536222393148,2.33575666661509,2.01911249240154,1.67129952515364,1.4238886019317,1.24286036904984,1.14166906284755,1.07340081630811
"18",6.85318502138129,3.162894401078,5.29828791607158,3.8572496227981,3.39141524047723,3.07220185862852,2.88197328183587,2.54145034397018,2.08776324600316,1.72718956074776,1.47224751887195,1.29260844108876,1.17820190245219,1.09987340312898,1.05729161701542
"19",3.42659251069064,5.0142389288126,4.82643523892481,3.57810062422576,2.9605930938297,2.83230000459792,2.73433550563701,2.53687320162481,2.27311380045888,1.9717166167417,1.65879453512795,1.39780987952896,1.22915421812551,1.13873812953859,1.08759528318161
"20",6.85318502138129,3.162894401078,2.32607762168996,2.7941628517055,3.17746035846519,2.81769431379387,2.68010884214291,2.75327213410172,2.83375915706267,2.31821042065012,1.92802375672406,1.60452559728628,1.38394442234338,1.22028132367408,1.11825013627613
"21",3.42659251069064,4.51281503593134,3.89918583004082,5.01651774195734,3.13133536457869,2.79991480978441,2.55223003835246,2.53358694599861,2.32381785533045,1.99497453184654,1.67165221714962,1.40362874586473,1.22731407892703,1.12646609301973,1.06837498849364
"22",5.13988876603597,6.59428259499727,3.02226187833085,2.0124076904539,1.87022961786251,2.36236692641665,2.52174627097714,2.52951034295243,2.59542683885428,2.46393000789398,2.16709174776198,1.78527880377349,1.49017286407944,1.29019187824884,1.16431040671053
"23",3.42659251069064,4.51281503593134,3.29931108695761,3.82619793421241,4.15842568991789,3.73073268040346,3.19564168441034,2.74832890445272,2.24841742695582,1.83142958828114,1.4844886346904,1.26264347289717,1.14770536833204,1.08176120093703,1.04349719246776
"24",3.42659251069064,4.51281503593134,1.79962422924961,1.92912896047777,2.1714427980931,2.5607847607172,3.23195440571347,3.65674727861925,3.14710122689455,2.70754227799623,2.16592774547415,1.77113727888379,1.48076931543453,1.29343389018526,1.17325009594818
"25",13.7063700427626,6.18593248579102,3.25708901044407,3.17393329936923,2.60253085268322,2.49109911095787,2.48059123837838,2.34182450757963,2.07570901331487,1.77395525045076,1.52527064179389,1.31326173625161,1.17731658159991,1.09930572205641,1.05505150875221
"26",6.85318502138129,2.5303155208624,1.52183644124302,2.07433177341025,1.48466753315543,2.39421715216435,1.80299612527614,2.12518229423921,2.05606713732256,2.53342991435874,2.90732670716163,2.58569065712157,2.26108402332355,1.95445347979856,1.62131360724304
"27",8.56648127672661,6.67497699845804,3.70443130402086,3.268711638817,3.68576398171594,3.03115182163412,2.72870141795466,2.36646703209548,1.91814695686651,1.57964169720093,1.35115115301922,1.21881449953979,1.12579287993962,1.07295354707277,1.04082724001185
"28",3.42659251069064,6.01708671457512,2.25678150337005,1.97589479101991,1.63780106541094,1.34851898027798,1.75260482579694,1.80002088787475,1.91176350403466,1.99017393484184,2.29468893930103,2.20488433311985,2.28299766622991,2.29142785582302,1.93904187601986
"29",5.13988876603597,5.43058566646834,5.39181191328013,3.76237210104024,3.06485208507083,2.76633895411654,2.6793390738574,2.53352014478926,2.10633568822267,1.73509351767102,1.45434366275954,1.28363040429263,1.16646955731957,1.09236463428815,1.05161207185886
"30",3.42659251069064,3.00854335728756,3.05061082653117,5.18068559600369,3.8724965827081,3.55920099981246,2.92242884367882,2.59954940768375,2.31400098830887,1.93392916119809,1.59248303385717,1.37625954165996,1.23265179774397,1.1356048199734,1.07465556013185
"31",3.42659251069064,9.02563007186268,3.18762779813898,3.49769009612584,3.08317246317502,2.65384918412736,2.48566714453269,2.2862633271855,2.16370468815546,1.95559985261593,1.68091191877472,1.42213355867702,1.26415981272243,1.15595697450811,1.08989623363463
"32",8.56648127672661,4.27198527901315,2.52532287761566,2.28728100248308,2.11876622351841,2.96346645885215,2.79894385364367,2.80989659742498,2.57694418166037,2.36844475523523,1.97949302934907,1.61399025964281,1.36949657620151,1.20450367511506,1.10477721697217
"33",15.4196662981079,3.9473605439536,2.86109974907613,3.00086937615925,3.08776864456859,3.01711333864062,2.86513399186415,2.49881507694762,2.22254900908997,1.81464406437247,1.48674440061645,1.2772554650984,1.14758471800006,1.08142544377856,1.04224013325614
"34",3.42659251069064,2.5071194644063,3.69226978168439,2.64306340564253,2.16406642724417,2.33976749655767,2.36854984482818,2.83552979535463,2.5910156425068,2.49588356258877,2.35580345852048,1.99900988352627,1.65519796784305,1.41966939431735,1.24038624562514
"35",3.42659251069064,4.51281503593134,2.99937371541601,3.32518994109084,2.71954612255399,2.37620547580936,2.49415653608021,2.36673255040138,2.46956005137821,2.33157897073069,2.06658495443075,1.79684310595458,1.51507345128883,1.30683808630416,1.17921463506962
"36",8.56648127672661,3.7379871191365,2.61720735855765,2.42209849449323,2.50178704048797,2.67173181044112,2.6234530673359,2.76598088504039,2.55450287701957,2.31923547492387,1.99737968042408,1.66039378338957,1.39393472565717,1.21778272452075,1.12434417549756
"37",8.56648127672661,5.60698067870475,3.40229787342215,3.41033386614966,3.29455329435988,2.97276866111346,2.73358068449193,2.34420570822583,2.03740762373045,1.72986255477442,1.47799585481649,1.28818749667612,1.17074141077838,1.10079903256958,1.0556854633939
"38",5.13988876603597,4.26688873793941,4.82750394809566,3.70585044450042,4.17246442291069,3.22400040464232,2.6267635478859,2.27570471129328,2.00664427499672,1.71114802453519,1.44475427689248,1.2780988030927,1.16535921303963,1.09961637294226,1.06158389617347
"39",3.42659251069064,4.01139114305008,2.46532581607419,1.76841003713477,2.0797018028252,2.02731019583594,2.37790919210152,2.2501069111198,2.45878739903638,2.6533592267692,2.56671045279248,2.33533982054328,2.01362491392284,1.65531831526418,1.39834841042035
"40",10.2797775320719,3.9270025872927,4.79259429424994,3.48674515493056,3.29175325328388,3.02398191229885,2.89888063722028,2.48886319041082,2.01556751098858,1.6279710233862,1.38062312996867,1.21740187651818,1.11831472912947,1.06119770297804,1.03064509950496
"41",6.85318502138129,5.0606310417248,3.64756672141077,2.87672882308336,2.46017312447554,2.24236567825833,2.39537791972704,2.5911204277053,2.45932537734584,2.25046985890325,1.89167499269907,1.53292136043038,1.32598170348195,1.18868510289816,1.10903450723996
